regcode;regname;ufcode;ufname;microcode;microname;pop;women15_49;propW25_34;child0_4;TFR;depRatio.youth;depRatio.elder;sexRatio;religPent;religCat;religNone;educNone.fem;educNone.mal;educPrim.fem;educPrim.mal;educSecd.fem;educSecd.mal;educTerc.fem;educTerc.mal;meanInc;pbf;qInfant.fem;qInfant.mal;qAdult.fem;qAdult.mal;q0_5.fem;q0_5.mal;e0.mal;e0.fem;e20.mal;e20.fem;e40.mal;e40.fem;e60.mal;e60.fem;brancos10;nulos10;pt10;uteis10;brancos14;nulos14;pt14;uteis14;brancos18;nulos18;pt18;novo18;mdb18;psl18;uteis18
1;Norte;11;RO;11001;Porto Velho;  540320; 156915,504;0,3227222; 46022,7552;1,935708;0,3965219;0,05082210;1,0457600;0,20604657;0,4959348;0,147501688;0,4327726;0,5098051;0,14604056;0,14678116;0,29728494;0,25233278;0,12168723;0,089037888; 951,6499;0,142021528;0,018933353;0,023730921;0,11767980;0,2345440;0,022495966;0,027079076;68,36382;75,62732;51,10628;57,76711;33,95832;38,86378;18,51618;21,58847;  5633; 12088; 117220; 266631;  7163; 12679; 125213; 253424;  5514; 11609;  66083;  7439; 5041; 183802; 313725
1;Norte;11;RO;11002;Guajará-Mirim;   71369;  18974,000;0,3172236;  7031,0410;2,471219;0,4990524;0,06969345;1,0505387;0,16343213;0,5819686;0,097791661;0,5748474;0,6211779;0,14191733;0,14708758;0,20771433;0,17862127;0,07283276;0,051957007; 565,0338;0,225134446;0,019504208;0,026565030;0,09118591;0,1979751;0,022531223;0,029816505;70,83338;78,39302;53,59688;60,67184;35,98384;41,56716;20,15212;23,81584;   483;  1587;  15269;  32731;   605;  1428;  16658;  34507;   490;  1016;   8887;   301;  641;  20243;  34482
1;Norte;11;RO;11003;Ariquemes;  171150;  47320,000;0,3139476; 14408,0616;2,043058;0,4291509;0,06944305;1,0637887;0,22131194;0,4511636;0,178952892;0,5972923;0,6770621;0,11907785;0,12995684;0,19760108;0,14979488;0,08228619;0,042000151; 650,4590;0,180181973;0,013597238;0,015803907;0,09556241;0,2445408;0,015575947;0,018536898;69,43715;77,58524;51,84396;59,18409;35,39394;40,09005;20,23458;22,34060;  1825;  4652;  31708;  83018;  1926;  3558;  37247;  89118;  1518;  3296;  16158;  1129; 1347;  58646;  88537
1;Norte;11;RO;11004;Ji-Paraná;  295466;  84295,000;0,3108132; 22953,6957;1,837846;0,3835036;0,08321370;1,0107388;0,21526663;0,4546722;0,151351681;0,5865083;0,6526776;0,12448967;0,13342285;0,20515005;0,16126096;0,08152731;0,051628306; 686,8318;0,170758955;0,024621329;0,023948460;0,10675570;0,2109715;0,028370361;0,026612261;69,75203;75,89155;52,30540;58,51839;34,94988;39,51220;19,10830;22,01513;  3046;  8367;  56962; 155908;  3480;  6782;  63958; 156964;  2692;  6086;  31046;  2690; 1977; 101208; 156242
1;Norte;11;RO;11005;Alvorada D'Oeste;   70184;  19039,000;0,3058459;  5501,9389;1,968443;0,4132426;0,07791997;1,0797108;0,21291148;0,5316760;0,128113974;0,6962212;0,7394040;0,10406727;0,11649824;0,14030665;0,11396151;0,05878193;0,029837116; 513,7875;0,297858812;0,027006791;0,023193421;0,09501703;0,1756790;0,030093902;0,025417057;72,61836;76,08937;55,02969;58,89954;37,31363;39,87601;21,01567;22,02736;   479;  1343;  11984;  26132;   748;  1481;  17095;  36962;   670;  1418;   9604;   304;  654;  19642;  35522
1;Norte;11;RO;11006;Cacoal;  228212;  65343,000;0,3045315; 17471,9751;1,825764;0,3760569;0,08226398;1,0222238;0,18917562;0,4888227;0,133366513;0,6071176;0,6604903;0,12015699;0,13897011;0,18018703;0,15105295;0,09203205;0,048900811; 684,4080;0,180471848;0,020551883;0,020450816;0,09679469;0,1862321;0,022707832;0,024119361;70,90799;77,13153;53,26129;59,22455;35,45454;40,11717;19,16884;22,43545;  2631;  6182;  48821; 120941;  3178;  5337;  49179; 122147;  2458;  5175;  26299;  2729; 1837;  82619; 130264
1;Norte;11;RO;11007;Vilhena;  132677;  38657,000;0,3125954; 10644,1566;1,852251;0,3864813;0,07390107;1,0132469;0,19377452;0,5031156;0,129380010;0,5145378;0,5904902;0,13481691;0,15004135;0,23996932;0,18988844;0,10952497;0,068995129; 802,4591;0,129642867;0,013975728;0,024528993;0,09440913;0,2051501;0,016767235;0,027884719;69,54378;78,12209;52,28669;59,82693;34,79523;40,64996;18,76903;22,97366;  1563;  3738;  23630;  64581;  1987;  3412;  24396;  68793;  1509;  3348;  12108;  1399;  971;  53879;  77551
1;Norte;11;RO;11008;Colorado do Oeste;   53031;  14645,000;0,3003756;  3975,5027;1,867709;0,3678298;0,09699778;1,0431901;0,18982536;0,6143760;0,083302720;0,6437327;0,6929929;0,10138251;0,12598340;0,17086419;0,12862515;0,08167166;0,051926753; 574,8342;0,180930620;0,024314782;0,044623559;0,09797805;0,1884258;0,026340429;0,050429685;68,19787;76,69952;52,77182;59,00744;35,20291;39,82714;18,68161;22,21861;   684;  1586;  11947;  29000;   624;  1239;  11559;  29151;   478;  1162;   5922;   338;  361;  18272;  28578
1;Norte;12;AC;12001;Cruzeiro do Sul;  131505;  32322,000;0,3236805; 16447,9472;3,352390;0,6895833;0,06758112;1,0321265;0,12813082;0,6880204;0,044173933;0,5988108;0,6746042;0,09867846;0,10745784;0,21749367;0,17351136;0,08178783;0,040734391; 453,1378;0,306346024;0,018715547;0,024287802;0,10219769;0,1964677;0,022251444;0,027831826;71,28434;78,36500;54,12895;60,57716;36,84427;41,57262;20,84987;24,15303;   456;  2153;  18063;  51230;   569;  2164;  25418;  62751;   867;  2912;  15713;   128; 2581;  40085;  71795
1;Norte;12;AC;12002;Tarauacá;   74579;  16932,000;0,3055162; 10465,1171;4,212606;0,7852652;0,07055371;1,0660147;0,14912170;0,7089737;0,053125981;0,7546303;0,7642621;0,06459707;0,09136300;0,13101233;0,11606909;0,04899156;0,028305790; 335,3202;0,334022483;0,040661845;0,051602231;0,10968805;0,2171253;0,046904346;0,056704825;68,80722;75,28747;53,82694;59,49756;36,67849;40,64034;21,34940;23,27565;   384;  2276;  12737;  26383;   321;  1928;  17130;  32037;   409;  1597;  14911;    27;  298;  14440;  34351
1;Norte;12;AC;12003;Sena Madureira;   50701;  12497,000;0,3231175;  5988,9485;3,160468;0,6247343;0,06919271;1,0863750;0,12442324;0,6252585;0,113065351;0,6636444;0,7319634;0,07414842;0,07993529;0,20440815;0,15982147;0,05383058;0,026255533; 379,6745;0,304622377;0,030118972;0,036299237;0,10049275;0,2004414;0,033790839;0,040007247;70,87339;76,88376;54,54193;59,92500;37,17568;40,95082;21,50536;23,40338;   279;  1248;   6232;  19984;   308;  1392;   7341;  24513;   312;  1289;   6646;    40;  484;  14558;  26201
1;Norte;12;AC;12004;Rio Branco;  418113; 120349,000;0,3286110; 38677,5382;2,097292;0,4623231;0,06849455;0,9765852;0,22455246;0,4432758;0,149138304;0,4499686;0,5247055;0,13803130;0,14042851;0,27795059;0,23840972;0,13149236;0,094063732; 778,2951;0,172318902;0,018696340;0,022256055;0,12109306;0,2074475;0,021877264;0,025567228;69,88504;76,62115;52,24861;58,70973;34,61740;39,83288;18,78400;22,81782;  2374;  6750;  37089; 218656;  2101;  6447;  49365; 187274;  3458;  8963;  30415;  1727; 2731; 173964; 254636
1;Norte;12;AC;12005;Brasiléia;   58661;  15261,000;0,3148549;  5912,2303;2,595079;0,5281349;0,08392421;1,0518013;0,16922160;0,6209257;0,096964730;0,6239645;0,6948562;0,09921639;0,10994496;0,19778337;0,15193638;0,07771552;0,041817528; 475,7365;0,224722723;0,022042430;0,025823338;0,10339681;0,1468449;0,026610861;0,029828458;72,63714;77,25544;55,54475;59,85352;37,36569;40,80374;20,30257;23,36714;   302;  1329;   8253;  28144;   336;  1590;  12387;  33179;   453;  1596;  10485;    68;  364;  19461;  34795
1;Norte;13;AM;13001;Rio Negro;   96483;  22653,000;0,2994305; 12428,1638;3,781253;0,6539022;0,06874324;1,0849919;0,07836642;0,6818441;0,087993846;0,6823393;0,6730189;0,11299495;0,12865232;0,15072710;0,15642305;0,04830931;0,037274053; 501,2531;0,321661795;0,035872297;0,037211573;0,11127466;0,1816019;0,047767748;0,048975041;71,08156;74,95892;55,77401;59,38522;38,41519;40,55707;22,21037;23,21589;   182;  1591;  20619;  27986;   254;  1558;  23780;  33474;   296;   940;  23027;   105;  337;   8992;  36395
1;Norte;13;AM;13002;Japurá;   24854;   5735,000;0,3157803;  3531,3922;4,117571;0,7702958;0,04363454;1,1403720;0,19867005;0,6510823;0,078206137;0,7330846;0,7687791;0,12726314;0,09600567;0,10713574;0,10609153;0,02919377;0,021846110; 222,1565;0,403275531;0,035638620;0,048828480;0,08459660;0,1613722;0,038643433;0,053713767;71,12883;77,00582;55,80581;60,41401;37,78719;41,15616;21,24128;23,23900;    19;   477;   5349;   6283;    31;   397;   6214;   7669;    42;   231;   5527;     9;   83;   1384;   8226
1;Norte;13;AM;13003;Alto Solimões;  224094;  53475,000;0,3019542; 32036,1087;4,110013;0,7331081;0,06581580;1,0591197;0,18138861;0,6006260;0,054868726;0,6948554;0,6782742;0,09429417;0,11497323;0,16530406;0,16987907;0,04416790;0,033587288; 305,0134;0,435648436;0,029754816;0,044653063;0,10394241;0,1702805;0,037031364;0,052724245;71,41065;76,95099;56,26890;60,58959;38,75748;41,89572;22,32194;24,34008;   421;  6356;  53679;  69329;   658;  5601;  64057;  82114;   736;  3320;  70269;   252;  778;  15689;  96304
1;Norte;13;AM;13004;Juruá;  127845;  29797,000;0,3043931; 17824,5400;4,085621;0,7698804;0,06195233;1,0616504;0,12868612;0,7473051;0,059877635;0,7349887;0,7775122;0,07318249;0,07316979;0,13519890;0,11710163;0,05460772;0,031705554; 272,4498;0,495811026;0,026638968;0,035367043;0,09205761;0,1903872;0,030670884;0,041502694;71,26120;77,26173;55,07372;60,07314;37,99014;41,03825;21,92664;23,23346;   346;  3884;  30503;  39501;   372;  3348;  35503;  46410;   671;  2308;  32920;    45;  578;  11559;  50987
1;Norte;13;AM;13005;Tefé;   87432;  20673,000;0,3154840; 11867,0610;3,840694;0,7228946;0,06303399;1,0735189;0,24905194;0,6294837;0,048644989;0,6133568;0,6789872;0,11201810;0,10546461;0,18370825;0,16519753;0,08834710;0,046602080; 485,2393;0,392441347;0,025841982;0,028343915;0,10629353;0,1810588;0,031325397;0,032066196;73,75158;78,09327;56,85650;61,18711;39,35354;42,36422;23,50304;25,04948;   204;  2003;  26727;  31735;   297;  1787;  27816;  37173;   375;  1171;  26749;   161;  317;  10160;  41211
1;Norte;13;AM;13006;Coari;  152163;  37191,000;0,3077089; 18366,8442;3,352392;0,6589041;0,06735440;1,0940343;0,21766138;0,6684412;0,036551129;0,6626570;0,7056702;0,09679252;0,10378286;0,18572778;0,15335577;0,05300614;0,036478800; 378,1139;0,367425893;0,024155612;0,027321535;0,09953544;0,1767732;0,027682702;0,030559178;72,64246;76,86306;55,42117;59,35503;37,47535;40,26621;21,43820;22,68897;   413;  3440;  42656;  56309;   537;  3218;  43825;  63080;   556;  2254;  42262;   258;  632;  19322;  70248
1;Norte;13;AM;13007;Manaus; 2039536; 599865,314;0,3331803;188969,6133;2,037735;0,4374599;0,05952436;0,9669060;0,20021228;0,5731074;0,069345186;0,3582991;0,3922374;0,14888895;0,15083817;0,37150604;0,36023957;0,11327504;0,090408556; 854,3995;0,152541501;0,016382019;0,020102428;0,11155977;0,2248578;0,019823885;0,023788586;68,37657;76,51072;50,97012;58,42606;33,91726;39,37494;18,01661;22,07330; 17503; 41282; 598999;1019431; 31204; 47948; 487549;1101340; 23092; 55162; 324792; 24034;18002; 659115;1212689
1;Norte;13;AM;13008;Rio Preto da Eva;   52894;  13541,000;0,3222805;  5634,9955;2,748784;0,5455968;0,05393790;1,1041451;0,19029579;0,5521003;0,105136576;0,5257915;0,6114464;0,17891414;0,17219009;0,23957024;0,19172406;0,05482075;0,023057364; 450,7457;0,211330528;0,022357522;0,019879138;0,10682608;0,2010749;0,024869125;0,023348143;71,38776;79,08901;53,82878;61,46515;36,41355;42,57988;20,61129;25,37895;   213;  1110;  14964;  20102;   298;  1341;  15655;  23245;   349;  1168;  13042;   292;  252;  10371;  27330
1;Norte;13;AM;13009;Itacoatiara;  152027;  36812,000;0,3044388; 17527,1621;3,251606;0,6244107;0,08327815;1,0676350;0,16844808;0,6754514;0,039759708;0,5684175;0,6498169;0,14015572;0,12761318;0,22533758;0,17983254;0,06392600;0,041237886; 411,7927;0,357291698;0,023905843;0,027667289;0,09883388;0,1604810;0,028438596;0,031618950;72,51081;78,09199;55,42561;60,71572;37,21373;41,55099;20,67278;24,13961;   468;  3219;  49761;  65188;   656;  2742;  55203;  75101;   803;  2241;  50778;   564;  700;  20689;  80266
1;Norte;13;AM;13010;Parintins;  242680;  55483,000;0,3011012; 30091,9353;3,726675;0,7026041;0,08501082;1,0776330;0,09358559;0,7949971;0,013491774;0,5623015;0,6217923;0,14664668;0,15217912;0,21491847;0,18704406;0,07399146;0,038256748; 337,6489;0,453905345;0,021570435;0,027696838;0,09245767;0,1530026;0,026668781;0,031846188;72,39146;77,58418;55,33976;60,07579;37,18871;40,84610;20,33078;23,18367;   626;  5245;  76352;  94314;   889;  3968;  78383; 102930;   929;  3080;  87277;   691;  700;  16385; 114349
1;Norte;13;AM;13011;Boca do Acre;   48798;  11532,000;0,3170309;  6026,7373;3,486468;0,6663529;0,07206714;1,0888661;0,21428701;0,6519401;0,053443599;0,6996809;0,7370789;0,09736776;0,08294443;0,14334131;0,12729837;0,05891976;0,050126626; 349,1942;0,473541686;0,023545977;0,033473792;0,10473660;0,1832554;0,026459415;0,037706854;72,17002;78,92628;55,57044;61,43877;37,79140;42,56959;21,90880;25,29576;   180;  1469;   9947;  16273;   165;  1240;  12122;  18097;   267;   930;  10400;    39;  187;   7102;  20098
1;Norte;13;AM;13012;Purus;   69516;  16592,000;0,3127411;  8354,5036;3,386263;0,6446643;0,06702064;1,1109593;0,19768845;0,6776073;0,046673943;0,7503417;0,7758271;0,09400288;0,08669948;0,11421400;0,10611897;0,03965297;0,030350559; 279,1726;0,478262148;0,022254111;0,037516616;0,07439411;0,1468372;0,025500613;0,042971934;71,33036;77,94472;55,29019;60,34411;37,06354;41,06297;19,96580;22,81816;   217;  1878;  17348;  22465;   204;  1670;  19365;  25159;   245;  1124;  18830;    54;  259;   7330;  29396
1;Norte;13;AM;13013;Madeira;  165663;  40229,000;0,3114171; 18707,7412;3,135108;0,6204174;0,07186285;1,1087986;0,13101905;0,7434251;0,048778058;0,6634234;0,7034509;0,10528375;0,10545998;0,17494963;0,15000752;0,05413171;0,038081973; 423,7017;0,386504169;0,020741887;0,027588854;0,08577109;0,1696203;0,023494010;0,031325597;72,76856;79,03654;55,65899;61,35969;37,77573;42,16786;21,45483;24,33586;   520;  3508;  44224;  56258;   499;  3080;  45827;  62063;   649;  2348;  41125;   384;  595;  17804;  66092
1;Norte;14;RR;14001;Boa Vista;  320521;  92410,000;0,3338059; 32336,0374;2,260736;0,4797429;0,05278398;0,9952255;0,17432708;0,5019685;0,143090108;0,3442237;0,4260156;0,13025848;0,13900818;0,38451025;0,32955586;0,13795021;0,103464608; 874,0785;0,236653194;0,015758578;0,019626755;0,10758628;0,2055683;0,018720487;0,023501072;70,36647;78,05429;52,75492;59,94635;35,26119;41,02157;19,39007;23,67229;  1951;  5142;  38663; 160396;  2189;  4666;  48052; 131464;  2089;  4841;  24687;  3924; 2603; 133555; 198435
1;Norte;14;RR;14002;Nordeste de Roraima;   42160;   8670,000;0,2991926;  6362,1647;5,059743;0,8381402;0,06911278;1,1372807;0,17756954;0,6514917;0,067638426;0,6630896;0,7050776;0,10925964;0,11438275;0,16665097;0,14645134;0,05502935;0,029017814; 328,8032;0,395053166;0,034094741;0,038808111;0,11541594;0,2030183;0,039422000;0,043956962;71,48485;76,06050;55,68979;59,71002;38,69149;41,02556;23,17553;23,79484;   168;  1021;   7391;  19455;   192;   955;  11479;  23200;   186;   777;  10956;   134;  291;  10912;  27340
1;Norte;14;RR;14003;Caracaraí;   41886;  10115,623;0,3306088;  4352,9345;2,797437;0,5818324;0,06421434;1,1273808;0,17850996;0,5666573;0,122813037;0,5985602;0,6981776;0,11070033;0,10819120;0,22410888;0,16343997;0,06545404;0,029800400; 453,7655;0,376071668;0,023337246;0,017454719;0,12396810;0,2141606;0,027094560;0,021812653;71,71804;75,96175;54,13766;58,52129;37,30199;39,65166;21,81433;22,68442;   251;   961;   7754;  20619;   297;   867;  10972;  22387;   225;   862;   6430;   139;  269;  13714;  23983
1;Norte;14;RR;14004;Sudeste de Roraima;   45912;  11284,647;0,3156914;  4567,3087;2,706907;0,5366541;0,05663389;1,1294003;0,21223992;0,5240186;0,129121524;0,5777727;0,6788075;0,13372334;0,14136687;0,20752864;0,13908206;0,08025173;0,038596545; 371,4418;0,426856750;0,021277031;0,024628136;0,09809505;0,2031966;0,024746637;0,029708820;71,10000;76,60244;54,16028;58,87942;36,77460;39,67749;21,08056;22,07201;   355;  1146;  10119;  22151;   376;  1076;  12439;  24484;   333;  1049;   7333;   112;  263;  16125;  27030
1;Norte;15;PA;15001;Óbidos;  184339;  43887,921;0,3172889; 21605,2250;3,282547;0,6392942;0,09074071;1,0613580;0,11629500;0,7676440;0,030296328;0,6169495;0,7010478;0,12885578;0,11969880;0,20972014;0,15274437;0,04243796;0,025846801; 367,5227;0,383267470;0,022233058;0,033135940;0,08975110;0,1633374;0,025813781;0,037246124;71,72639;77,53749;55,07790;59,98916;36,93512;40,86834;20,39050;23,02266;   930;  2307;  46888;  80304;  1124;  3073;  52475;  84698;  1157;  2642;  51908;   410; 2149;  27227;  93229
1;Norte;15;PA;15002;Santarém;  484523; 125442,000;0,3085888; 50222,7555;2,713367;0,5464868;0,08656221;1,0152268;0,12760069;0,7178006;0,044527745;0,5299814;0,6270230;0,14235202;0,14538193;0,25254412;0,18509283;0,07281577;0,039728999; 417,5865;0,293607260;0,021706373;0,032972922;0,10123841;0,1679346;0,025287872;0,036920444;71,08260;77,01826;54,39984;59,37119;36,40003;40,34236;19,80895;22,77529;  2638;  6707;  85552; 230336;  3831;  9024; 110134; 245792;  3823;  9946;  99092;  1517; 6818; 114178; 277447
1;Norte;15;PA;15003;Almeirim;   67570;  16378,000;0,3033337;  8861,9554;3,702759;0,6773147;0,06297862;1,0797168;0,19405646;0,7051894;0,037996539;0,6181502;0,7113459;0,10395963;0,09201708;0,20160181;0,14300967;0,07217495;0,049898882; 459,0223;0,335019689;0,019507501;0,032096601;0,10060102;0,1561565;0,022233788;0,035379855;73,45221;78,21474;56,87345;60,30142;39,06409;41,20958;22,35786;23,75517;   331;   959;  15466;  26565;   297;  1055;  19449;  26807;   238;   838;  19158;    62;  544;   7003;  29764
1;Norte;15;PA;15004;Portel;  129906;  29198,000;0,3071443; 18716,1646;4,355870;0,8157040;0,06683811;1,0842987;0,23006194;0,6596983;0,064808750;0,8191542;0,8551396;0,06333194;0,06386816;0,09188623;0,06408534;0,02512825;0,016380238; 220,6474;0,409482004;0,025218192;0,033782380;0,10576584;0,1703817;0,030559002;0,040315483;72,48174;80,64329;56,34180;63,56609;38,42433;44,70774;22,22694;27,72491;   400;  2656;  22327;  41821;   358;  2362;  32573;  48044;   351;  2026;  34212;   229; 1354;   9228;  53043
1;Norte;15;PA;15005;Furos de Breves;  204114;  46553,662;0,2977578; 27262,1142;4,048377;0,7440348;0,07257994;1,0822860;0,21747692;0,6880918;0,043297539;0,7748482;0,8235622;0,08344795;0,07659648;0,10606489;0,08278604;0,03375155;0,016610575; 255,5705;0,405423186;0,033578306;0,043066622;0,10016271;0,1871952;0,039955116;0,049759913;70,30809;79,01797;54,83514;62,78121;37,03483;43,74302;21,07753;26,51899;   683;  3813;  45332;  79981;   834;  4669;  61967;  93941;   743;  3510;  59916;   188; 2498;  21845; 103614
1;Norte;15;PA;15006;Arari;  152990;  38340,000;0,3049035; 16676,2434;2,967911;0,5624545;0,08376448;1,0653671;0,20217696;0,7305234;0,025665108;0,6662799;0,7539007;0,14463974;0,13077932;0,15380447;0,09691158;0,03431016;0,017576016; 299,1233;0,361172235;0,027351303;0,042164371;0,12560677;0,1757618;0,031533001;0,048397981;70,91168;76,50736;55,26242;59,32088;37,29425;40,53460;21,10521;23,72777;   821;  2797;  49496;  71994;   880;  3393;  60781;  81300;   953;  2976;  58663;    71; 2288;  14551;  87443
1;Norte;15;PA;15007;Belém; 2142276; 655778,000;0,3254394;163249,8545;1,634479;0,3557807;0,07812406;0,9164544;0,22104863;0,6273550;0,059128557;0,3391255;0,3686211;0,17860615;0,18963623;0,35604103;0,33036401;0,12303398;0,108929980; 859,4905;0,152565075;0,017706163;0,022310443;0,10459325;0,2291496;0,020447849;0,025278238;68,20497;77,43571;51,13126;59,41996;34,63961;40,42044;18,62764;22,96189; 25754; 36812; 438385;1116071; 35407; 51078; 468091;1088884; 29573; 68256; 319644; 14906;34161; 514151;1231828
1;Norte;15;PA;15008;Castanhal;  295021;  83594,000;0,3207048; 26694,9640;2,115681;0,4446578;0,07542837;1,0008070;0,20065702;0,6632520;0,061125271;0,5076956;0,5936228;0,16743980;0,16579127;0,26520483;0,20475380;0,05760910;0,034788561; 466,8333;0,285611659;0,015814527;0,019804559;0,10724752;0,2187664;0,018506240;0,022759023;69,68165;77,90948;52,21906;59,76329;35,46830;40,78525;19,53365;23,44612;  2829;  5360;  58344; 143435;  3704;  6393;  82782; 166536;  3085;  9063;  63317;  1278; 4448;  63539; 173121
1;Norte;15;PA;15009;Salgado;  247146;  61115,000;0,3045243; 23090,3687;2,579827;0,5098742;0,10812181;1,0657818;0,14771525;0,7627371;0,040209492;0,6293367;0,7031296;0,14642022;0,14139890;0,19318569;0,13785731;0,02879776;0,017186935; 341,9183;0,387085417;0,021492450;0,024828756;0,11188190;0,1927895;0,024496338;0,027995471;71,40799;78,16621;54,09300;60,50238;36,52989;41,64438;20,55116;24,50309;  2186;  5052;  78801; 137280;  2507;  5505; 100124; 150028;  2578;  6798;  89735;   302; 3895;  36043; 157629
1;Norte;15;PA;15010;Bragantina;  382765;  99490,000;0,3100915; 37153,2341;2,523818;0,5063684;0,09489178;1,0352046;0,14109217;0,7912368;0,031924142;0,6356362;0,7146930;0,12812842;0,12257536;0,19412290;0,14285275;0,04089011;0,019191601; 346,6709;0,394914761;0,018807585;0,025192498;0,10403183;0,1863069;0,022270758;0,028457598;71,66877;77,22038;54,28724;59,34471;36,35940;40,32522;20,39293;22,83889;  3789;  9114; 114410; 200252;  4405;  9165; 134649; 219843;  3397; 11391; 127103;   934; 4838;  59880; 235787
1;Norte;15;PA;15011;Cametá;  437302; 110681,000;0,3081559; 47213,0818;2,893265;0,5683483;0,08077726;1,0563725;0,16817027;0,7439179;0,040551858;0,6532800;0,7097888;0,10632712;0,10962930;0,19332652;0,15511544;0,04599525;0,024773203; 292,5807;0,446464712;0,024662792;0,029610603;0,09763340;0,1838562;0,030908753;0,034299923;71,29458;77,82328;54,54582;60,66765;36,75939;41,61829;20,63577;24,08583;  2055;  6461; 143060; 219769;  2414;  7276; 170557; 241422;  2877;  6481; 170966;   432; 4796;  49087; 263074
1;Norte;15;PA;15012;Tomé-Açu;  287618;  73828,000;0,3197296; 32789,3908;2,947880;0,5880399;0,06383200;1,0852008;0,22898057;0,5717325;0,136851381;0,6855121;0,7671057;0,13965739;0,11928035;0,14280691;0,10124221;0,02957611;0,011924146; 325,4046;0,318868745;0,022630748;0,029924329;0,11315403;0,2214207;0,026576059;0,033824668;70,29722;78,56102;53,71072;61,08124;37,19272;42,16299;21,65627;25,18051;  1593;  5827;  66262; 118046;  2055;  5340;  89341; 139392;  1870;  5404;  89252;   431; 3727;  39395; 155038
1;Norte;15;PA;15013;Guamá;  434556; 108063,000;0,3138817; 47422,0694;2,944942;0,5935842;0,07886669;1,0690483;0,15113688;0,7729081;0,039953878;0,7240449;0,8219734;0,10301803;0,08286367;0,13674142;0,08144240;0,03512084;0,013221281; 277,6907;0,401881382;0,022576514;0,025176302;0,11132765;0,1957275;0,025318124;0,028992359;71,43442;77,98930;54,27699;60,48209;36,93506;41,53447;20,99250;24,39786;  2684;  9784; 107639; 193345;  2683; 10229; 139859; 210967;  2409; 10184; 130153;   622; 4590;  49963; 221993
1;Norte;15;PA;15014;Itaituba;  209531;  54125,000;0,3196674; 21091,5787;2,586782;0,5177540;0,05660862;1,0955196;0,14998843;0,6067780;0,139675801;0,6358992;0,7300638;0,16415080;0,14038137;0,15474893;0,10244674;0,04174391;0,025917190; 491,0068;0,318512388;0,019403065;0,032253339;0,10600231;0,2333275;0,023610848;0,036789544;69,07683;77,60367;52,42707;59,91435;35,55789;40,92086;20,39786;23,55344;  1296;  3715;  38465;  81283;  1561;  3824;  47645;  87443;  1423;  3593;  34837;   234; 1937;  44189;  93472
1;Norte;15;PA;15015;Altamira;  273880;  71453,579;0,3218961; 28213,0410;2,610002;0,5109153;0,06456886;1,1009673;0,17080203;0,5960975;0,109192357;0,6399732;0,7443493;0,14686197;0,11925187;0,16427794;0,10955641;0,04668802;0,025579828; 466,2607;0,295865846;0,022814876;0,029238406;0,10048097;0,2176841;0,027367835;0,034477057;69,09555;76,86011;52,41840;59,50678;35,53841;40,45012;19,73504;22,85885;  2015;  6268;  41341; 115992;  3412;  6582;  62688; 124062;  2907;  7209;  49991;   500; 4012;  70261; 144767
1;Norte;15;PA;15016;Tucuruí;  328896;  86747,000;0,3179707; 35495,2027;2,724926;0,5431714;0,06163077;1,0538670;0,22142021;0,5878287;0,115712078;0,6446013;0,7164728;0,12428377;0,11932721;0,18717283;0,13799216;0,04228293;0,025382042; 441,9067;0,301221540;0,020316668;0,023382230;0,11020269;0,2306646;0,023777858;0,027328351;69,54970;76,67009;52,47129;58,92335;35,95714;39,88773;20,46373;22,58476;  3050;  6894;  79270; 148108;  2803;  6858;  90310; 149456;  2119;  6256;  74027;  1080; 3082;  56423; 153858
1;Norte;15;PA;15017;Paragominas;  291957;  80225,000;0,3303833; 30187,4284;2,447238;0,5058497;0,04976813;1,0524362;0,20557761;0,5722261;0,123685089;0,6418415;0,7142267;0,14427484;0,13429751;0,16599219;0,12278228;0,04650627;0,027692834; 498,9219;0,266116794;0,016707462;0,026489466;0,10457246;0,2330242;0,019835064;0,030387360;69,73320;78,05333;52,82343;60,01452;36,45521;41,10727;21,07360;23,66500;  2297;  5796;  55518; 114868;  2169;  6141;  70425; 123931;  1809;  6055;  54969;   990; 3257;  55059; 128372
1;Norte;15;PA;15018;São Félix do Xingu;  166286;  46110,000;0,3379744; 15396,5830;2,139835;0,4487053;0,04065613;1,1343893;0,21723915;0,5566331;0,116814894;0,6557767;0,7105921;0,16225636;0,15744496;0,15032066;0,10897175;0,02882348;0,021064426; 494,6170;0,177738386;0,023720575;0,029237644;0,10286194;0,2202325;0,027336542;0,032422719;69,40579;76,93625;52,49378;59,42867;35,40858;40,37662;19,85636;22,88196;  1063;  2722;  27142;  53881;  1053;  2953;  28628;  59607;   846;  2431;  21268;   277; 1649;  32158;  61614
1;Norte;15;PA;15019;Parauapebas;  255755;  73411,000;0,3436951; 26673,3623;2,302368;0,4734799;0,04378330;1,0595672;0,23270490;0,5225063;0,147438839;0,5268923;0,5822879;0,16545651;0,15400491;0,25173476;0,22417823;0,05288208;0,037182389; 605,5672;0,189039437;0,016633134;0,020542785;0,10649900;0,2281765;0,019642381;0,024204412;69,70193;75,66238;52,51185;57,51478;36,04752;38,42591;20,37658;20,86459;  4753;  5167;  51376; 102475;  6041;  6800;  69988; 144231;  3304;  8389;  53483;  1501; 3210;  86319; 164198
