regcode;regname;ufcode;ufname;microcode;microname;pop;women15_49;propW25_34;child0_4;TFR;depRatio.youth;depRatio.elder;sexRatio;religPent;religCat;religNone;educNone.fem;educNone.mal;educPrim.fem;educPrim.mal;educSecd.fem;educSecd.mal;educTerc.fem;educTerc.mal;meanInc;pbf;qInfant.fem;qInfant.mal;qAdult.fem;qAdult.mal;q0_5.fem;q0_5.mal;e0.mal;e0.fem;e20.mal;e20.fem;e40.mal;e40.fem;e60.mal;e60.fem;brancos10;nulos10;pt10;uteis10;brancos14;nulos14;pt14;uteis14;brancos18;nulos18;pt18;novo18;mdb18;psl18;uteis18
2;Nordeste;23;CE;23031;Barro;   90320;  23582,000;0,2898397;  6834,9349;2,032485;0,4150244;0,14822280;0,9903918;0,04667099;0,9268830;0,008989395;0,6861170;0,7681370;0,10148326;0,09661007;0,15595346;0,11152465;0,05644629;0,023259837; 293,7907;0,486763533;0,013001152;0,023461958;0,09943121;0,2034482;0,016082204;0,026476616;72,04405;78,39122;54,67561;60,15437;37,50945;41,18999;21,91274;23,61312;  1072;  4777;  34196;  45947;  1100;  3504;  36693;  48875;  1046;  2426;  26035;    98;  349;   5365;  51100
2;Nordeste;23;CE;23032;Cariri;  534139; 151057,000;0,3106311; 44269,6711;1,978659;0,4144268;0,12148689;0,9195818;0,03549408;0,8945443;0,019708413;0,5289878;0,5903661;0,12592396;0,13446887;0,25318750;0,21624852;0,09089729;0,057993743; 474,5577;0,354546550;0,016826551;0,024321550;0,09775016;0,2338708;0,019090936;0,027051984;69,71382;78,31927;52,34451;60,13709;35,56990;41,09163;20,38042;23,52072;  8461; 24078; 161204; 250614;  8582; 18991; 206430; 277730;  6006; 14157; 122701;   837; 1805;  45103; 297528
2;Nordeste;23;CE;23033;Brejo Santo;   99891;  27352,000;0,2996856;  7923,8227;1,995715;0,4042060;0,13161791;0,9600691;0,04773723;0,9126360;0,016332656;0,6080866;0,6777023;0,10527432;0,11760829;0,20579822;0,17863222;0,08012416;0,025798457; 334,5063;0,435210282;0,015193163;0,023055547;0,10380975;0,2080495;0,017061741;0,025385144;72,06067;78,26665;54,56903;59,90693;37,51357;40,80655;22,03661;23,47123;  1068;  5240;  41909;  50442;  1078;  3859;  45701;  54504;  1294;  2540;  26062;   117;  525;   6603;  57350
2;Nordeste;24;RN;24001;Mossoró;  332679;  98771,000;0,3084002; 25400,4793;1,743472;0,3485839;0,09363387;0,9533159;0,11179354;0,7189088;0,085333413;0,4942183;0,5518577;0,13589289;0,12774170;0,26949012;0,24822360;0,09801668;0,070959604; 614,6312;0,221078008;0,015013741;0,019843680;0,09521504;0,2212868;0,017282645;0,021469902;70,33972;78,53510;52,72735;60,23922;35,85510;41,06841;20,25959;23,47205;  8984; 14635;  77123; 158148; 11115; 24508;  87990; 155650;  4892; 14537;  57936;  1342;  608;  57407; 175527
2;Nordeste;24;RN;24002;Chapada do Apodi;   72447;  20162,000;0,2909434;  4898,2597;1,700291;0,3396292;0,12834632;0,9949058;0,09147952;0,7759807;0,071621654;0,6317229;0,7374532;0,10656125;0,08803266;0,18997271;0,14009617;0,07000585;0,032640471; 377,6971;0,413880086;0,014438131;0,020059415;0,09535530;0,2240364;0,016613533;0,022065717;70,81501;78,81391;52,97961;60,42054;36,02455;41,41498;20,75997;23,76435;  2613;  4481;  31840;  43856;  1947;  3897;  36930;  46459;  1250;  2808;  24143;   220;  293;   8018;  48416
2;Nordeste;24;RN;24003;Médio Oeste;   39041;  10131,781;0,2975864;  3022,1820;2,062744;0,3991330;0,13833952;1,0386945;0,09499893;0,8168271;0,071762757;0,6556432;0,7654133;0,09429901;0,07777881;0,20427102;0,13689300;0,04411171;0,018458284; 337,4186;0,440009133;0,018589097;0,028564788;0,09782837;0,1920263;0,021013498;0,031636488;71,56637;80,25949;54,49329;62,35296;36,93674;43,27949;21,05386;25,95117;   902;  2027;  12103;  18832;  1029;  2192;  18226;  25733;   654;  1600;  13835;   107;  114;   6238;  27105
2;Nordeste;24;RN;24004;Vale do Açu;  140534;  39223,000;0,3091298; 10938,1015;1,888064;0,3802062;0,11163389;0,9972145;0,05985235;0,8342436;0,050732594;0,6216828;0,7166998;0,12437040;0,11453703;0,19593778;0,14164489;0,05705570;0,026239038; 431,4046;0,371805182;0,022142812;0,034542980;0,09278058;0,2064355;0,024245604;0,037289307;70,81726;79,33774;54,31071;61,60427;37,18066;42,44992;21,55231;24,90791;  3146;  9027;  55736;  81432;  3983;  7767;  59856;  85001;  1856;  5360;  48489;   504;  461;  15269;  87776
2;Nordeste;24;RN;24005;Serra de São Miguel;   62755;  16404,000;0,2898683;  5080,7613;2,171853;0,4260096;0,14283074;0,9562032;0,04751762;0,9134243;0,016408974;0,6868766;0,8073768;0,09737493;0,07460630;0,15263855;0,09335498;0,06237387;0,024661943; 309,2084;0,471430960;0,018851658;0,021569794;0,08963103;0,2182766;0,021003229;0,023525131;71,35586;78,12431;53,63116;60,00709;36,53486;40,76581;21,29551;23,00785;  1269;  5437;  26135;  32470;  1220;  4094;  27770;  33891;   811;  2653;  21400;    83;  245;   3360;  36017
2;Nordeste;24;RN;24006;Pau dos Ferros;  114267;  30769,000;0,2973772;  8258,9902;1,856901;0,3600918;0,14358559;0,9767667;0,05516985;0,8859536;0,024679719;0,6308141;0,7797206;0,09922833;0,08085065;0,19654833;0,10677907;0,07320144;0,031918482; 400,5846;0,419469787;0,022693231;0,027740639;0,09273616;0,2067341;0,024764777;0,031010978;70,89236;78,82721;53,93069;61,11180;36,63830;42,06185;21,03095;24,42464;  2060;  8519;  49440;  66670;  2085;  6666;  52948;  69370;  1094;  4039;  40733;   183;  347;  10107;  71361
2;Nordeste;24;RN;24007;Umarizal;   64984;  16913,000;0,2969905;  4663,3351;1,908780;0,3660959;0,15111505;0,9925796;0,07055750;0,8448662;0,042348364;0,6546036;0,7705672;0,10464973;0,08387778;0,18374087;0,11484028;0,05674573;0,030714773; 349,9458;0,411219875;0,012121066;0,022566614;0,09171245;0,2352235;0,013627184;0,025501614;70,50755;79,84168;53,10277;61,26083;36,41696;42,30068;21,49004;24,56774;  1542;  4802;  28645;  39969;  1552;  3549;  30960;  40728;   868;  2403;  24505;   192;  201;   6567;  42403
2;Nordeste;24;RN;24008;Macau;   52508;  14672,435;0,3055281;  4192,8282;1,947648;0,3878481;0,10288053;0,9930917;0,09913657;0,7651767;0,069865801;0,6008663;0,6857652;0,12664011;0,12115202;0,21394425;0,16736761;0,05629863;0,025313310; 466,7069;0,301750375;0,008490781;0,019999272;0,10369385;0,1944853;0,009755919;0,022341558;70,70787;78,29677;52,87285;59,25661;35,18177;40,07198;19,06609;22,69998;  1330;  2860;  17600;  30250;  1587;  2603;  21323;  32440;   763;  1946;  17172;   137;  190;   6648;  34129
2;Nordeste;24;RN;24009;Angicos;   51304;  13315,000;0,2791588;  3941,1829;2,115350;0,3969354;0,14556513;1,0080629;0,07576482;0,8467193;0,039811393;0,6590788;0,7641773;0,10414067;0,08483756;0,19185481;0,12861492;0,04178199;0,020513534; 340,6026;0,419593426;0,020164238;0,024800992;0,09241405;0,1755160;0,022403548;0,027254998;72,28508;79,67030;54,91161;61,84024;37,14759;42,83520;20,84083;25,20930;  1038;  3897;  18736;  32378;  1117;  3141;  23609;  33707;   647;  2023;  17349;   181;  257;   7153;  34431
2;Nordeste;24;RN;24010;Serra de Santana;   61526;  16377,000;0,2885144;  4649,0070;1,995392;0,3845506;0,14802162;0,9955241;0,03724913;0,9245311;0,016613995;0,6686577;0,7721483;0,09913675;0,08954637;0,17391533;0,12039874;0,05763186;0,017331500; 324,8875;0,432590373;0,018695342;0,026169540;0,08741176;0,1788289;0,022098132;0,029598920;72,01053;78,64311;54,84178;60,79445;37,08555;41,57699;20,89210;23,79394;  1312;  4494;  21240;  34978;  1449;  3690;  25509;  36938;   868;  3140;  20758;   218;  195;   6419;  38143
2;Nordeste;24;RN;24011;Seridó Ocidental;   97680;  27510,000;0,3097056;  6356,5539;1,562727;0,3250236;0,13315649;0,9599109;0,03567503;0,8831936;0,038070074;0,5527886;0,6518407;0,12731771;0,12336292;0,22896440;0,17202397;0,08713062;0,050692967; 597,0758;0,318056490;0,024818115;0,029557891;0,08476401;0,1952733;0,026301731;0,032043795;71,33535;78,56711;54,15220;60,87447;36,33481;41,57021;20,67716;23,77429;  2384;  4538;  34546;  54203;  2460;  4758;  35615;  54320;  1290;  3935;  20135;   408;  297;  13381;  54417
2;Nordeste;24;RN;24012;Seridó Oriental;  118828;  32536,000;0,2943509;  8166,6272;1,745950;0,3368911;0,14547006;0,9505901;0,03739291;0,8797415;0,035151795;0,5571062;0,6786835;0,11170979;0,10814341;0,25893376;0,17620006;0,07172180;0,036426765; 550,4043;0,316955532;0,015533486;0,025298128;0,08802240;0,1707571;0,017935179;0,027934541;72,17892;79,23215;54,68076;60,96148;36,64582;41,77265;20,28805;24,03162;  3651;  7305;  35939;  68659;  3301;  8546;  39828;  66948;  1838;  6772;  22487;   560;  440;  20689;  67993
2;Nordeste;24;RN;24013;Baixa Verde;   62935;  16386,000;0,2959844;  5240,8719;2,218206;0,4675317;0,12650435;1,0134046;0,07380733;0,8551698;0,046833449;0,7059944;0,7587515;0,10548675;0,09314265;0,14545019;0,12083249;0,04019103;0,026124249; 349,9704;0,425239667;0,021842248;0,023651036;0,10136155;0,1877112;0,024681291;0,026406179;72,26985;79,14713;54,74997;61,40369;36,88521;42,27596;21,05053;25,02236;  1699;  3970;  20845;  33771;  1711;  3296;  25850;  36237;   912;  2208;  22658;   114;  195;   7446;  37333
2;Nordeste;24;RN;24014;Borborema Potiguar;  134027;  34760,000;0,2829977; 10306,8608;2,104776;0,4187773;0,14995537;0,9960236;0,06466143;0,8677095;0,036218140;0,6626686;0,7516022;0,10033795;0,09161522;0,18462739;0,13266987;0,05191493;0,023395771; 324,7769;0,418002187;0,016284238;0,021405169;0,08794741;0,1906656;0,018157074;0,023844909;71,98021;79,09950;54,31825;60,82409;36,73752;41,70740;20,79042;23,89908;  3100;  9433;  43368;  76675;  3462;  7973;  55447;  80501;  1882;  5825;  44460;   291;  441;  17200;  81641
2;Nordeste;24;RN;24015;Agreste Potiguar;  229795;  59827,000;0,2889498; 18147,9276;2,130564;0,4378983;0,13994496;1,0081885;0,08772095;0,8382267;0,044795501;0,7037531;0,7740745;0,09459491;0,08552845;0,15902886;0,12210534;0,04171875;0,017440442; 329,0157;0,416945935;0,016525147;0,020844824;0,09703511;0,2071015;0,017938201;0,023223916;72,00366;79,11119;54,29079;60,79942;36,78923;41,68473;21,44790;24,20852;  5885; 15987;  69030; 123248;  5914; 13340;  90840; 135327;  3798; 10623;  73283;   516;  995;  35040; 140840
2;Nordeste;24;RN;24016;Litoral Nordeste;   84040;  21291,000;0,2996571;  7538,5580;2,439313;0,4925194;0,11051839;1,0571317;0,08349735;0,8408785;0,043056629;0,7091855;0,7773090;0,10888417;0,10337108;0,13776336;0,09869210;0,04338497;0,019823163; 303,9167;0,428296032;0,014359962;0,027144164;0,08645698;0,1863191;0,015904405;0,029533837;71,88734;78,93913;54,59229;60,47653;36,64971;41,28090;20,77095;23,42554;  2080;  5318;  25399;  46223;  2205;  4561;  35346;  50859;  1408;  4291;  29224;   153;  309;  12680;  51840
2;Nordeste;24;RN;24017;Macaíba;  288836;  80825,000;0,3066997; 24112,3326;2,028902;0,4208488;0,09905429;0,9872578;0,11738149;0,7610829;0,060760605;0,6071587;0,6520130;0,13562276;0,12766954;0,20532692;0,18743997;0,04782956;0,028215565; 405,1510;0,296814854;0,012881319;0,016162457;0,09354002;0,2214719;0,015900563;0,019428720;70,83813;78,76289;53,04230;60,31739;36,06136;41,13086;20,62712;23,50625;  7665; 14963;  69282; 139251;  9353; 16509;  93220; 148286;  4951; 13137;  75957;   903; 1394;  50758; 161818
2;Nordeste;24;RN;24018;Natal; 1030764; 318343,000;0,3123486; 69523,4076;1,469780;0,3129180;0,09264366;0,8960868;0,12768807;0,6818197;0,078663945;0,3694132;0,3776987;0,14353592;0,14396922;0,32621666;0,33969478;0,15960932;0,137818462;1085,2479;0,144399143;0,013038605;0,016907784;0,08490922;0,1984954;0,015533018;0,019410456;70,73466;79,42963;52,94100;60,98159;35,70075;41,75421;19,46882;23,91450; 20746; 35858; 165647; 475596; 22843; 50469; 192905; 403850; 12633; 37631; 120996;  9183; 4033; 238766; 524401
2;Nordeste;24;RN;24019;Litoral Sul;  129077;  34400,000;0,3011628; 11397,9267;2,276407;0,4602351;0,11234765;1,0057339;0,11340162;0,7241942;0,114833439;0,6759103;0,7313675;0,11129242;0,12183700;0,15781687;0,12546524;0,05457499;0,019838968; 354,7301;0,368503444;0,016968997;0,017883011;0,09391474;0,2016713;0,019214536;0,020445717;71,59779;78,93993;53,64567;60,77929;35,92921;41,61332;20,28590;24,04735;  3763;  7996;  37117;  67716;  3941;  7049;  45453;  72005;  2190;  5946;  42645;   275;  465;  18302;  76662
2;Nordeste;25;PB;25001;Catolé do Rocha;  116056;  31837,000;0,3064359;  8812,5893;1,883434;0,3736848;0,12926012;0,9777104;0,06067675;0,8558126;0,041078120;0,7063312;0,8089981;0,10911281;0,07536016;0,13741726;0,09156623;0,04573742;0,023743338; 351,0170;0,401246240;0,013830242;0,021767538;0,08971252;0,2142405;0,016541420;0,023834125;71,69765;79,60369;54,08371;61,35534;37,02242;42,27908;21,67815;24,54880;  2363;  7061;  35963;  61884;  2185;  3676;  43679;  69790;  1545;  5979;  35496;   762;  677;  16772;  69744
2;Nordeste;25;PB;25002;Cajazeiras;  167971;  44771,994;0,3057813; 12264,4341;1,866139;0,3745399;0,15236842;0,9559486;0,04858969;0,8944300;0,017817259;0,6495876;0,7602141;0,10291591;0,09106010;0,17907889;0,11168403;0,06785515;0,036181210; 452,7240;0,395123497;0,025735998;0,029120686;0,08645056;0,2095816;0,028526651;0,030858072;71,09646;78,07515;53,91500;60,67525;36,63424;41,49729;21,18643;23,65211;  2852; 10578;  65815;  85695;  3351;  5729;  69957;  94298;  2083;  8118;  60538;   266;  467;  13105;  97897
2;Nordeste;25;PB;25003;Sousa;  181850;  48786,000;0,3080392; 13365,2120;1,858546;0,3592701;0,15327658;0,9535698;0,04062645;0,8991254;0,020390695;0,6744804;0,7646614;0,10619630;0,08848933;0,15781011;0,11283686;0,06023822;0,033573380; 402,9778;0,392461016;0,021335233;0,019713068;0,09379235;0,2101143;0,022999642;0,022732572;71,71174;78,54761;54,08293;60,66510;36,80881;41,65846;21,37965;23,97958;  2980; 12153;  69910;  98645;  3014;  5567;  73976; 108767;  2558;  8191;  58548;   518;  969;  22590; 109184
2;Nordeste;25;PB;25004;Patos;  126683;  35982,000;0,3165194;  9795,5271;1,817893;0,3777348;0,12302694;0,9261810;0,04283256;0,8710532;0,027805309;0,5728020;0,6311817;0,11721345;0,11460300;0,22106473;0,19499177;0,08845514;0,059223535; 545,9866;0,321199131;0,020081096;0,017742810;0,11113732;0,2544435;0,021768451;0,019576906;69,23246;77,56144;51,61302;59,58893;35,42156;40,70656;20,49362;23,45895;  2391;  6204;  33575;  63911;  2357;  3787;  37915;  68387;  2086;  5981;  28611;   618;  682;  19549;  67720
2;Nordeste;25;PB;25005;Piancó;   70696;  18583,000;0,2997901;  5273,4989;1,954578;0,4016082;0,14492860;0,9533059;0,04756256;0,9182662;0,010645327;0,6799319;0,8157393;0,08222353;0,06745845;0,17394526;0,09188859;0,06013182;0,022660388; 340,2873;0,437609576;0,021464178;0,018433540;0,09530858;0,1950574;0,024334643;0,021566235;72,54163;77,21761;54,74510;59,44879;37,10665;40,29934;21,42929;22,62085;  1133;  5858;  24166;  37175;  1051;  2753;  27192;  40780;   830;  3661;  26219;   118;  512;   7253;  41819
2;Nordeste;25;PB;25006;Itaporanga;   84034;  22183,000;0,3014921;  6548,0137;2,026798;0,4050155;0,13447478;0,9990485;0,04028389;0,9146951;0,013167149;0,6885163;0,7903323;0,08227485;0,07736881;0,16700820;0,10642177;0,06154876;0,025619506; 336,8533;0,416420765;0,023977162;0,020561578;0,10203849;0,1957135;0,025831299;0,023006123;72,95533;77,32965;55,26405;59,63217;37,98185;40,60152;22,30187;23,11381;  1164;  6700;  31929;  42507;  1153;  3228;  34714;  48198;   910;  4402;  32344;   180;  367;   7325;  48112
2;Nordeste;25;PB;25007;Serra do Teixeira;  115888;  29869,000;0,2885266;  9921,9789;2,334913;0,4621717;0,13340098;0,9798746;0,02939361;0,9364478;0,013455303;0,7271932;0,8093627;0,08945811;0,07918620;0,12929854;0,08911730;0,05310285;0,021530037; 310,0584;0,436631297;0,023104757;0,027657359;0,10794043;0,2051121;0,026408122;0,030373949;70,97489;77,27875;53,88477;59,72562;36,67717;40,71258;20,97595;23,44503;  1845;  8678;  37828;  53553;  1683;  4076;  45086;  60456;  1418;  6289;  45150;   250;  398;   6948;  63256
2;Nordeste;25;PB;25008;Seridó Ocidental Paraibano;   39132;  10138,000;0,3060761;  2943,8514;1,977109;0,3839289;0,16128715;0,9806651;0,05167706;0,8799403;0,031832285;0,5950873;0,7252163;0,10864574;0,08774148;0,21316983;0,15339001;0,08098770;0,033394789; 388,7795;0,388351762;0,020851653;0,032621615;0,09746571;0,1766783;0,024338879;0,037968449;71,87779;78,46597;55,46090;60,83843;37,77688;41,85297;21,55032;24,30288;   789;  2621;  10151;  22152;   862;  1386;  13516;  24118;   714;  2129;  10150;   149;  265;   5181;  23456
2;Nordeste;25;PB;25009;Seridó Oriental Paraibano;   73896;  18972,000;0,2983344;  6193,1459;2,254336;0,4366297;0,14436585;0,9981613;0,05257176;0,8728177;0,039500394;0,7213700;0,8287138;0,10462581;0,07511430;0,13112785;0,08012163;0,04233772;0,015556030; 318,6022;0,408620358;0,020771615;0,031203632;0,09744545;0,1849991;0,023443780;0,034684921;71,85510;80,21678;55,29455;62,44120;38,05242;43,46001;21,86509;26,08815;  1461;  5154;  20855;  39912;  1709;  2752;  28573;  44482;  1235;  4045;  23773;   133;  510;   7969;  44250
2;Nordeste;25;PB;25010;Cariri Ocidental;  121531;  31158,845;0,2932963;  9146,1362;2,045667;0,3952754;0,17228869;0,9747652;0,05079938;0,8968809;0,022022349;0,6899714;0,7938651;0,09044509;0,07434872;0,15741790;0,10514832;0,06117000;0,026107228; 373,4271;0,375058800;0,020144547;0,028093737;0,09947592;0,2083320;0,023351192;0,031087831;71,45084;77,81448;54,23263;59,99753;36,75757;40,84446;21,47755;23,38150;  2631;  9143;  44040;  64281;  2407;  4338;  51733;  72904;  1893;  6734;  45245;   339;  530;  12399;  74085
2;Nordeste;25;PB;25011;Cariri Oriental;   63704;  16286,000;0,2816530;  4910,7168;2,145463;0,3958788;0,15905703;1,0009423;0,04916800;0,8779426;0,029285143;0,6940157;0,8096336;0,10170485;0,07507590;0,15605841;0,09809434;0,04753211;0,017196142; 349,8907;0,367896205;0,017273311;0,025988295;0,09436990;0,1898868;0,020228565;0,029881408;71,90687;79,25835;54,66008;61,21748;36,78188;42,05767;21,02824;24,53366;  1427;  4811;  21389;  38124;  1528;  2688;  27217;  42816;  1212;  4331;  22483;   181;  406;   9357;  42836
2;Nordeste;25;PB;25012;Curimataú Ocidental;  119735;  30506,000;0,2923032;  9846,4789;2,253463;0,4265340;0,17001119;0,9669963;0,04996374;0,8728560;0,033087985;0,7348357;0,8104559;0,08317051;0,07215845;0,14218270;0,09859715;0,03925771;0,018497612; 331,6181;0,409332000;0,023731969;0,022617991;0,09329829;0,2026162;0,026930419;0,026056918;71,48365;78,30234;54,05664;60,92041;36,73354;41,85582;21,03446;24,20424;  2449;  8327;  33671;  60134;  2339;  4315;  44140;  67381;  1673;  6635;  37058;   395;  725;  13082;  68321
2;Nordeste;25;PB;25013;Curimataú Oriental;   93423;  23696,000;0,2948177;  7691,8788;2,256028;0,4545377;0,16723417;0,9656413;0,06027762;0,8855403;0,024563099;0,7659341;0,8435595;0,07232643;0,05551281;0,11737797;0,08378774;0,04436154;0,017139967; 301,1423;0,421232584;0,023969958;0,018749735;0,08726425;0,2030735;0,026842618;0,022244022;72,21223;78,16367;54,47816;60,63497;37,05308;41,50171;21,55296;23,64202;  1656;  6676;  25442;  45300;  1743;  3515;  31604;  48777;  1323;  4862;  29319;   331;  942;   9822;  49065
2;Nordeste;25;PB;25014;Esperança;   53596;  14072,000;0,3111853;  4415,3976;2,116273;0,4176452;0,15224453;0,9505059;0,04969326;0,8913384;0,017264541;0,7121564;0,7832104;0,09619824;0,08409859;0,13582714;0,09913233;0,05433207;0,033558684; 346,9276;0,332511717;0,016465904;0,013988654;0,09786891;0,2345287;0,018957801;0,016547229;70,34604;78,71942;52,30703;60,58286;35,67946;41,59483;20,42744;24,04011;  1709;  3579;  12039;  26690;  1539;  2288;  16498;  29778;  1249;  3643;  13852;   252;  238;   8779;  30017
2;Nordeste;25;PB;25015;Brejo Paraibano;  116488;  29799,000;0,2944394;  9721,3551;2,268866;0,4455139;0,15697039;0,9711989;0,05447745;0,8835080;0,028324082;0,7521822;0,8181204;0,07661477;0,06662130;0,11912349;0,08703015;0,05171000;0,027091990; 328,2150;0,393487932;0,020881234;0,017666063;0,08330808;0,2321894;0,023570760;0,020790392;70,41548;78,65921;52,54275;60,88495;35,51007;41,69188;20,45455;23,75469;  3068;  8251;  33847;  58600;  3361;  4974;  38444;  62395;  2580;  7058;  36944;   360;  726;  12505;  63153
2;Nordeste;25;PB;25016;Guarabira;  164827;  43661,885;0,2986921; 12845,2930;2,030391;0,4053336;0,15856202;0,9593338;0,06611143;0,8584657;0,035576605;0,6874760;0,7512883;0,09481369;0,07660557;0,16011719;0,13883088;0,05715812;0,032622689; 365,9601;0,350356986;0,016864394;0,014687248;0,10060988;0,2131478;0,018637374;0,016833707;71,23993;77,44896;53,07437;59,19384;35,62621;40,04080;20,14427;22,51603;  4351;  9871;  45356;  84216;  4547;  6090;  54076;  91081;  3416;  8850;  49760;   519; 1394;  24059;  93489
2;Nordeste;25;PB;25017;Campina Grande;  502669; 144670,000;0,3046658; 37735,1688;1,780584;0,3631999;0,11957049;0,9103229;0,11259556;0,6968665;0,064535297;0,5102330;0,5489619;0,12523733;0,13071941;0,24157033;0,23257569;0,12188449;0,086491132; 638,7946;0,248484023;0,020315080;0,020329759;0,09931378;0,2360593;0,022538450;0,022302780;69,24108;77,82329;51,66534;59,85858;34,91311;40,73355;19,54142;23,23775; 11942; 25295;  87499; 272842; 15797; 24827; 107412; 281882; 10371; 33449;  79710;  2496; 2644; 129387; 287204
2;Nordeste;25;PB;25018;Itabaiana;  108561;  28336,000;0,2901609;  8407,6304;2,079500;0,4164493;0,15878266;0,9573237;0,06603508;0,8455996;0,038634662;0,7274052;0,8013569;0,08676340;0,07269741;0,14021061;0,11062043;0,04505635;0,015136465; 313,7730;0,412949716;0,016399008;0,016961143;0,10163886;0,2027513;0,019789447;0,020114931;71,81651;77,60674;53,95199;59,50730;36,37308;40,50123;20,79015;22,97502;  2803;  7520;  36012;  57688;  2914;  4544;  42474;  63006;  2141;  6312;  37377;   236; 1230;  15674;  63792
2;Nordeste;25;PB;25019;Umbuzeiro;   53980;  13508,000;0,2671010;  4412,6887;2,384016;0,4687543;0,16396387;0,9636231;0,04395204;0,9047582;0,020203765;0,7864688;0,8769702;0,06927181;0,05568475;0,09938858;0,05839349;0,04422651;0,008951592; 263,4733;0,439232822;0,012529038;0,015741661;0,09033324;0,1977263;0,016019969;0,018866205;72,95717;80,81264;55,01247;62,47535;37,59899;43,40199;21,96937;25,80293;  1258;  4281;  15001;  25753;  1263;  2233;  19617;  28864;  1060;  3311;  18807;   105;  353;   4423;  29165
2;Nordeste;25;PB;25020;Litoral Norte;  142023;  37197,000;0,2974971; 12501,1000;2,324455;0,4441996;0,12765535;0,9895635;0,08672137;0,7947352;0,068526838;0,7308860;0,7985752;0,08193668;0,08159633;0,14557649;0,10052732;0,03966979;0,018763364; 301,8208;0,398134751;0,013446621;0,025509467;0,11231347;0,2284372;0,015340107;0,029271597;70,05189;78,00161;52,82962;59,50336;35,75497;40,44995;20,63030;23,33773;  3473;  8909;  42845;  71410;  4320;  5183;  42441;  78674;  2959;  7972;  48619;   520; 1081;  19615;  83801
2;Nordeste;25;PB;25021;Sapé;  132745;  35308,000;0,3102130; 10553,2199;2,019550;0,4190404;0,13869495;0,9771668;0,07761113;0,8066460;0,062068335;0,7418372;0,8083159;0,08647377;0,07399445;0,13469174;0,10180692;0,03594576;0,015580278; 280,8941;0,387559543;0,016823133;0,016598185;0,12517542;0,2429772;0,020390716;0,019499165;69,72542;76,45976;51,86470;58,41212;35,06944;39,52383;20,10038;22,62863;  3509;  8913;  42851;  67445;  3978;  5323;  49470;  74195;  3201;  7628;  47126;   256;  935;  19170;  78677
2;Nordeste;25;PB;25022;João Pessoa; 1034615; 313900,272;0,3179030; 76176,1274;1,616301;0,3358774;0,09724871;0,8922930;0,11139697;0,6348654;0,091504741;0,4193332;0,4427263;0,13361581;0,13303358;0,28220262;0,28772171;0,16112599;0,134148450; 973,4751;0,207858907;0,015706251;0,017538207;0,10499208;0,2498437;0,018012036;0,019763065;67,82212;77,29144;50,41707;59,02726;34,31593;39,95411;18,70492;22,51824; 21066; 38467; 234771; 517996; 24411; 28619; 240519; 397216; 18918; 49747; 170102;  7712; 5265; 278229; 588135
2;Nordeste;25;PB;25023;Litoral Sul;   82425;  22539,151;0,3233491;  7662,0610;2,240904;0,4631530;0,09326853;0,9911825;0,15699239;0,6294861;0,152223292;0,7006840;0,7822875;0,09621965;0,08902012;0,16115597;0,11521719;0,04170367;0,012957269; 289,5521;0,365410073;0,012764326;0,021806209;0,11650098;0,2789386;0,016024164;0,025246872;67,19934;76,85826;49,89640;58,49312;33,60953;39,51720;19,15157;22,33939;  2208;  4697;  26230;  42073;  2982;  2557;  26607;  46927;  1664;  4964;  27167;   163;  584;  14525;  48366
2;Nordeste;26;PE;26001;Araripina;  307642;  79159,000;0,2969340; 29551,5752;2,584667;0,5175169;0,12050304;0,9766382;0,04615870;0,8925660;0,032116488;0,7140733;0,8025158;0,08284675;0,08292041;0,14281015;0,08920978;0,05782983;0,023675920; 338,7626;0,463550889;0,021214760;0,032114698;0,10192186;0,2300334;0,024731311;0,036597815;69,74657;78,55663;53,30825;60,94204;36,90880;42,04596;21,62116;24,62334;  4001; 19228; 115144; 139130;  3472; 12145; 124415; 160458;  2796; 14825; 114467;   663;  844;  17970; 160087
2;Nordeste;26;PE;26002;Salgueiro;  162029;  42582,000;0,2960406; 14281,4672;2,325808;0,4545328;0,12140560;0,9828793;0,04600498;0,8931470;0,025799317;0,6277502;0,7332493;0,09579022;0,09155031;0,20097056;0,14420018;0,07431242;0,030081171; 394,6020;0,423900246;0,017269152;0,028369860;0,09303501;0,2147212;0,020459553;0,032159437;70,98115;78,93686;53,97840;60,99185;36,88910;42,00421;21,56658;24,30249;  1986;  8858;  67785;  79835;  2038;  5584;  66257;  89079;  1398;  7058;  65940;   343;  454;  10603;  89412
2;Nordeste;26;PE;26003;Pajeú;  314603;  84251,000;0,2948808; 24899,6063;2,053786;0,4046542;0,14231190;0,9473310;0,04894814;0,8785857;0,033139507;0,6581645;0,7488465;0,10119683;0,10073727;0,17881578;0,12276933;0,06088638;0,027156716; 390,0176;0,396246531;0,019876860;0,022768421;0,10575049;0,2256417;0,022487784;0,025580073;70,14689;76,82929;52,69878;58,86991;35,61250;39,83614;20,35019;22,38802;  5011; 18382; 131435; 157375;  4883; 10874; 115417; 171613;  3458; 16535; 119548;   927;  730;  26480; 169065
