UFCODE;MUNICODE;MUNINAME;VotesPT.2rnd;VotesPSL.2rnd;VotesNul.2rnd
MG;3140308;Marliéria;1251;1526;328
MG;3140407;Marmelópolis;762;1091;271
MG;3140506;Martinho Campos;2326;4689;891
MG;3140530;Martins Soares;2488;2047;468
MG;3140555;Mata Verde;2348;1730;553
MG;3140605;Materlândia;1602;543;379
MG;3140704;Mateus Leme;5499;10341;2669
MG;3140803;Matias Barbosa;4128;4061;1026
MG;3140852;Matias Cardoso;3074;859;524
MG;3140902;Matipó;5295;4496;1305
MG;3141009;Mato Verde;4341;2689;753
MG;3141108;Matozinhos;7658;11934;3005
MG;3141207;Matutina;798;1343;292
MG;3141306;Medeiros;759;1243;185
MG;3141405;Medina;6181;3315;1284
MG;3141504;Mendes Pimentel;1776;1487;407
MG;3141603;Mercês;3538;2032;784
MG;3141702;Mesquita;1333;1795;379
MG;3141801;Minas Novas;8750;2206;1580
MG;3141900;Minduri;763;1326;290
MG;3142007;Mirabela;4509;2147;803
MG;3142106;Miradouro;3008;2403;719
MG;3142205;Miraí;2871;3940;792
MG;3142254;Miravânia;1623;522;236
MG;3142304;Moeda;1416;2075;520
MG;3142403;Moema;1442;2669;527
MG;3142502;Monjolos;813;519;161
MG;3142601;Monsenhor Paulo;1828;2719;601
MG;3142700;Montalvânia;5201;2305;920
MG;3142809;Monte Alegre de Minas;4500;5042;1212
MG;3142908;Monte Azul;7382;4438;1358
MG;3143005;Monte Belo;2908;4100;1055
MG;3143104;Monte Carmelo;11117;12586;2892
MG;3143153;Monte Formoso;1784;613;358
MG;3143203;Monte Santo de Minas;3721;6756;1498
MG;3143302;Montes Claros;78142;108640;25570
MG;3143401;Monte Sião;2155;10372;1058
MG;3143450;Montezuma;2369;1014;507
MG;3143500;Morada Nova de Minas;1713;2728;566
MG;3143609;Morro da Garça;1137;511;174
MG;3143708;Morro do Pilar;1312;668;375
MG;3143807;Munhoz;1440;2597;468
MG;3143906;Muriaé;21306;31027;6520
MG;3144003;Mutum;6090;7666;1391
MG;3144102;Muzambinho;4535;7513;1240
MG;3144201;Nacip Raydan;1075;558;183
MG;3144300;Nanuque;8216;9270;1950
MG;3144359;Naque;1611;1633;474
MG;3144375;Natalândia;1247;674;158
MG;3144409;Natércia;749;1938;445
MG;3144508;Nazareno;2272;1901;681
MG;3144607;Nepomuceno;4738;8297;2094
MG;3144656;Ninheira;2546;1535;710
MG;3144672;Nova Belém;1172;1049;234
MG;3144706;Nova Era;5057;4601;1299
MG;3144805;Nova Lima;19264;29780;5905
MG;3144904;Nova Módica;1301;921;238
MG;3145000;Nova Ponte;3508;4062;747
MG;3145059;Nova Porteirinha;2539;1366;472
MG;3145109;Nova Resende;2863;5797;1073
MG;3145208;Nova Serrana;8174;30914;3248
MG;3145307;Novo Cruzeiro;8607;3183;2139
MG;3145356;Novo Oriente de Minas;3303;1315;789
MG;3145372;Novorizonte;1705;1023;328
MG;3145406;Olaria;938;497;156
MG;3145455;Olhos-d'Água;2387;708;341
MG;3145505;Olímpio Noronha;836;807;266
MG;3145604;Oliveira;7888;13844;3373
MG;3145703;Oliveira Fortes;1068;443;166
MG;3145802;Onça de Pitangui;692;1467;204
MG;3145851;Oratórios;1950;746;420
MG;3145877;Orizânia;2481;1625;541
MG;3145901;Ouro Branco;8795;12198;2547
MG;3146008;Ouro Fino;3647;13102;1760
MG;3146107;Ouro Preto;26726;14664;5987
MG;3146206;Ouro Verde de Minas;2185;1503;396
MG;3146255;Padre Carvalho;1884;640;323
MG;3146305;Padre Paraíso;4333;3280;1095
MG;3146404;Paineiras;1383;1254;390
MG;3146503;Pains;1780;2848;579
MG;3146552;Pai Pedro;2380;762;359
MG;3146602;Paiva;673;425;139
MG;3146701;Palma;2147;1492;300
MG;3146750;Palmópolis;2222;1048;535
MG;3146909;Papagaios;3673;4289;1074
MG;3147006;Paracatu;14125;26622;4604
MG;3147105;Pará de Minas;10834;32428;5925
MG;3147204;Paraguaçu;4230;7309;1346
MG;3147303;Paraisópolis;2970;8086;1373
MG;3147402;Paraopeba;4803;8101;1992
MG;3147501;Passabém;563;531;201
MG;3147600;Passa Quatro;3575;5360;1163
MG;3147709;Passa Tempo;2174;2304;937
MG;3147808;Passa-Vinte;633;791;142
MG;3147907;Passos;19919;33806;5849
MG;3147956;Patis;2376;608;311
MG;3148004;Patos de Minas;20583;53299;7831
MG;3148103;Patrocínio;12725;30375;4955
MG;3148202;Patrocínio do Muriaé;1729;1839;386
MG;3148301;Paula Cândido;3330;1696;685
MG;3148400;Paulistas;1766;618;393
MG;3148509;Pavão;2306;1239;480
MG;3148608;Peçanha;4295;2705;952
MG;3148707;Pedra Azul;5718;4453;1378
MG;3148756;Pedra Bonita;2084;1763;369
MG;3148806;Pedra do Anta;1598;665;295
MG;3148905;Pedra do Indaiá;759;1563;406
MG;3149002;Pedra Dourada;1032;687;273
MG;3149101;Pedralva;2256;4198;847
MG;3149150;Pedras de Maria da Cruz;3656;876;408
MG;3149200;Pedrinópolis;916;1208;215
MG;3149309;Pedro Leopoldo;11414;21303;4529
MG;3149408;Pedro Teixeira;1188;435;113
MG;3149507;Pequeri;1095;983;247
MG;3149606;Pequi;939;1472;278
MG;3149705;Perdigão;939;4715;563
MG;3149804;Perdizes;2695;5244;819
MG;3149903;Perdões;4059;7300;1732
MG;3149952;Periquito;1770;2005;415
MG;3150000;Pescador;1234;830;270
MG;3150109;Piau;1127;882;229
MG;3150158;Piedade de Caratinga;1848;2876;604
MG;3150208;Piedade de Ponte Nova;1583;808;358
MG;3150307;Piedade do Rio Grande;1275;1137;452
MG;3150406;Piedade dos Gerais;1268;1720;409
MG;3150505;Pimenta;1725;2625;624
MG;3150539;Pingo-d'Água;1388;1024;367
MG;3150570;Pintópolis;2731;871;353
MG;3150604;Piracema;2221;1739;632
MG;3150703;Pirajuba;1338;1463;271
MG;3150802;Piranga;4391;2819;1428
MG;3150901;Piranguçu;952;2411;319
MG;3151008;Piranguinho;1761;3128;555
MG;3151107;Pirapetinga;3331;3392;803
MG;3151206;Pirapora;9897;15910;3742
MG;3151305;Piraúba;3152;3424;753
MG;3151404;Pitangui;3859;10743;1779
MG;3151503;Piumhi;5092;11579;1743
MG;3151602;Planura;2281;3032;477
MG;3151701;Poço Fundo;3294;5677;1013
MG;3151800;Poços de Caldas;23578;53695;8645
MG;3151909;Pocrane;2171;2428;469
MG;3152006;Pompéu;7049;7677;2463
MG;3152105;Ponte Nova;17795;11604;3510
MG;3152131;Ponto Chique;1632;505;282
MG;3152170;Ponto dos Volantes;3304;1748;732
MG;3152204;Porteirinha;12196;7358;2812
MG;3152303;Porto Firme;3479;2197;703
MG;3152402;Poté;3941;3044;1059
MG;3152501;Pouso Alegre;19916;51716;7745
MG;3152600;Pouso Alto;1277;2481;559
MG;3152709;Prados;2430;2183;891
MG;3152808;Prata;6408;7194;1164
MG;3152907;Pratápolis;1999;2895;675
MG;3153004;Pratinha;641;1205;263
MG;3153103;Presidente Bernardes;2101;1145;444
MG;3153202;Presidente Juscelino;1443;772;325
MG;3153301;Presidente Kubitschek;1360;351;274
MG;3153400;Presidente Olegário;4090;6013;1249
MG;3153509;Alto Jequitibá;1589;3337;461
MG;3153608;Prudente de Morais;1931;3412;957
MG;3153707;Quartel Geral;973;1049;265
MG;3153806;Queluzito;750;878;207
MG;3153905;Raposos;4461;4723;1310
MG;3154002;Raul Soares;6034;5272;1687
MG;3154101;Recreio;2916;2184;553
MG;3154150;Reduto;1798;1998;345
MG;3154200;Resende Costa;2881;3175;1016
MG;3154309;Resplendor;2569;5887;608
MG;3154408;Ressaquinha;1776;1206;441
MG;3154457;Riachinho;2314;1052;306
MG;3154507;Riacho dos Machados;3166;1152;746
MG;3154606;Ribeirão das Neves;55911;82449;18208
MG;3154705;Ribeirão Vermelho;967;1193;426
MG;3154804;Rio Acima;2552;3130;886
MG;3154903;Rio Casca;3964;2720;947
MG;3155009;Rio Doce;886;664;248
MG;3155108;Rio do Prado;2018;536;314
MG;3155207;Rio Espera;1905;1392;498
MG;3155306;Rio Manso;1395;1696;497
MG;3155405;Rio Novo;2369;2397;595
MG;3155504;Rio Paranaíba;2831;3519;829
MG;3155603;Rio Pardo de Minas;7930;4311;2348
MG;3155702;Rio Piracicaba;4076;3478;1307
MG;3155801;Rio Pomba;4899;4583;1139
MG;3155900;Rio Preto;2188;1400;313
MG;3156007;Rio Vermelho;3483;1784;1041
MG;3156106;Ritápolis;1499;1347;495
MG;3156205;Rochedo de Minas;724;870;181
MG;3156304;Rodeiro;1934;2578;543
MG;3156403;Romaria;1197;954;248
MG;3156452;Rosário da Limeira;1962;1346;505
MG;3156502;Rubelita;3146;746;429
MG;3156601;Rubim;2673;1085;533
MG;3156700;Sabará;24351;39086;8529
MG;3156809;Sabinópolis;4807;1935;1157
MG;3156908;Sacramento;4448;8501;1265
MG;3157005;Salinas;11614;8308;2702
MG;3157104;Salto da Divisa;1876;1018;338
MG;3157203;Santa Bárbara;8460;7270;2270
MG;3157252;Santa Bárbara do Leste;2039;2438;671
MG;3157278;Santa Bárbara do Monte Verde;1287;868;232
MG;3157302;Santa Bárbara do Tugúrio;2109;845;404
MG;3157336;Santa Cruz de Minas;1464;3011;658
MG;3157377;Santa Cruz de Salinas;2034;418;321
MG;3157401;Santa Cruz do Escalvado;2081;1005;433
MG;3157500;Santa Efigênia de Minas;1267;903;398
MG;3157609;Santa Fé de Minas;1349;424;215
MG;3157658;Santa Helena de Minas;2189;742;414
MG;3157708;Santa Juliana;2664;3742;632
MG;3157807;Santa Luzia;41289;68452;14381
MG;3157906;Santa Margarida;4685;3906;996
MG;3158003;Santa Maria de Itabira;3350;2017;1086
MG;3158102;Santa Maria do Salto;1491;898;373
MG;3158201;Santa Maria do Suaçuí;3963;2409;700
MG;3158300;Santana da Vargem;1849;2312;593
MG;3158409;Santana de Cataguases;1034;1284;288
MG;3158508;Santana de Pirapama;2385;2142;519
MG;3158607;Santana do Deserto;1413;893;254
MG;3158706;Santana do Garambéu;1028;440;189
MG;3158805;Santana do Jacaré;965;1541;385
MG;3158904;Santana do Manhuaçu;2764;1867;469
MG;3158953;Santana do Paraíso;4340;9626;1499
MG;3159001;Santana do Riacho;1551;1458;328
MG;3159100;Santana dos Montes;1257;1115;395
MG;3159209;Santa Rita de Caldas;1518;3526;509
MG;3159308;Santa Rita de Jacutinga;1573;1435;316
MG;3159357;Santa Rita de Minas;1528;2274;540
MG;3159407;Santa Rita de Ibitipoca;1417;617;242
MG;3159506;Santa Rita do Itueto;1306;2003;318
MG;3159605;Santa Rita do Sapucaí;4134;16799;2299
MG;3159704;Santa Rosa da Serra;982;990;210
MG;3159803;Santa Vitória;6615;4908;930
MG;3159902;Santo Antônio do Amparo;5156;3624;1498
MG;3160009;Santo Antônio do Aventureiro;1205;1148;376
MG;3160108;Santo Antônio do Grama;1603;860;381
MG;3160207;Santo Antônio do Itambé;1337;454;368
MG;3160306;Santo Antônio do Jacinto;3009;2018;842
MG;3160405;Santo Antônio do Monte;2749;10425;1525
MG;3160454;Santo Antônio do Retiro;2756;699;554
MG;3160504;Santo Antônio do Rio Abaixo;706;450;208
MG;3160603;Santo Hipólito;1141;460;278
MG;3160702;Santos Dumont;14206;12068;3388
MG;3160801;São Bento Abade;1075;1537;493
MG;3160900;São Brás do Suaçuí;1047;1025;464
MG;3160959;São Domingos das Dores;1600;1801;451
MG;3161007;São Domingos do Prata;5064;3991;1466
MG;3161056;São Félix de Minas;992;1178;217
MG;3161106;São Francisco;16543;6705;2745
MG;3161205;São Francisco de Paula;2123;1681;551
MG;3161304;São Francisco de Sales;2042;1280;272
MG;3161403;São Francisco do Glória;1749;1110;361
MG;3161502;São Geraldo;2594;1939;624
MG;3161601;São Geraldo da Piedade;1202;1020;267
MG;3161650;São Geraldo do Baixio;1008;975;175
MG;3161700;São Gonçalo do Abaeté;1530;1629;315
MG;3161809;São Gonçalo do Pará;1801;3777;840
MG;3161908;São Gonçalo do Rio Abaixo;3482;3827;1138
MG;3162005;São Gonçalo do Sapucaí;4310;8057;1461
MG;3162104;São Gotardo;4978;11663;1924
MG;3162203;São João Batista do Glória;1405;2947;460
MG;3162252;São João da Lagoa;2042;892;358
MG;3162302;São João da Mata;611;1523;189
MG;3162401;São João da Ponte;9954;2451;1306
MG;3162450;São João das Missões;4425;1271;783
MG;3162500;São João del Rei;17250;29334;5881
MG;3162559;São João do Manhuaçu;3211;2895;572
MG;3162575;São João do Manteninha;1454;1854;299
MG;3162609;São João do Oriente;2235;2426;621
MG;3162658;São João do Pacuí;1797;520;250
MG;3162708;São João do Paraíso;4319;4955;1898
MG;3162807;São João Evangelista;5052;2393;1007
MG;3162906;São João Nepomuceno;5767;7825;1628
MG;3162922;São Joaquim de Bicas;6033;6701;1830
MG;3162948;São José da Barra;1742;2302;464
MG;3162955;São José da Lapa;4735;8141;1445
MG;3163003;São José da Safira;1285;1016;250
MG;3163102;São José da Varginha;883;1438;282
MG;3163201;São José do Alegre;692;1834;350
MG;3163300;São José do Divino;953;1197;207
MG;3163409;São José do Goiabal;1803;1025;476
MG;3163508;São José do Jacuri;1919;990;476
MG;3163607;São José do Mantimento;961;861;191
MG;3163706;São Lourenço;5561;16961;2489
MG;3163805;São Miguel do Anta;2670;1405;576
MG;3163904;São Pedro da União;1050;1625;422
MG;3164001;São Pedro dos Ferros;2505;1417;593
MG;3164100;São Pedro do Suaçuí;1636;1064;397
MG;3164209;São Romão;2669;992;430
MG;3164308;São Roque de Minas;927;2830;375
MG;3164407;São Sebastião da Bela Vista;1271;2411;403
MG;3164431;São Sebastião da Vargem Alegre;1062;777;254
MG;3164472;São Sebastião do Anta;1574;1782;383
MG;3164506;São Sebastião do Maranhão;2625;1657;616
MG;3164605;São Sebastião do Oeste;2057;2540;523
MG;3164704;São Sebastião do Paraíso;10986;20394;4014
MG;3164803;São Sebastião do Rio Preto;425;479;147
MG;3164902;São Sebastião do Rio Verde;408;956;225
MG;3165008;São Tiago;2418;3241;1163
MG;3165107;São Tomás de Aquino;1461;2161;504
MG;3165206;São Thomé das Letras;1848;1291;423
MG;3165305;São Vicente de Minas;1525;2112;563
MG;3165404;Sapucaí-Mirim;1094;2314;421
MG;3165503;Sardoá;1375;1295;560
MG;3165537;Sarzedo;5246;9815;1941
MG;3165552;Setubinha;3501;725;889
MG;3165560;Sem-Peixe;1213;573;250
MG;3165578;Senador Amaral;1348;2346;325
MG;3165602;Senador Cortes;920;670;204
MG;3165701;Senador Firmino;2591;1734;647
MG;3165800;Senador José Bento;472;1064;143
MG;3165909;Senador Modestino Gonçalves;1563;829;327
MG;3166006;Senhora de Oliveira;2356;1160;452
MG;3166105;Senhora do Porto;982;861;304
MG;3166204;Senhora dos Remédios;3087;2201;899
MG;3166303;Sericita;2598;1968;446
MG;3166402;Seritinga;514;599;177
MG;3166501;Serra Azul de Minas;1278;540;336
MG;3166600;Serra da Saudade;172;456;52
MG;3166709;Serra dos Aimorés;1899;1375;349
MG;3166808;Serra do Salitre;2242;3559;518
MG;3166907;Serrania;1864;2263;561
MG;3166956;Serranópolis de Minas;1742;792;287
MG;3167004;Serranos;626;669;190
MG;3167103;Serro;6278;2465;1793
MG;3167202;Sete Lagoas;34449;79126;15798
MG;3167301;Silveirânia;1238;631;136
MG;3167400;Silvianópolis;915;2334;450
MG;3167509;Simão Pereira;1012;945;178
MG;3167608;Simonésia;4740;4597;1521
MG;3167707;Sobrália;1281;1452;404
MG;3167806;Soledade de Minas;1149;2340;359
MG;3167905;Tabuleiro;1490;1244;359
MG;3168002;Taiobeiras;5537;10419;2101
MG;3168051;Taparuba;1149;981;277
MG;3168101;Tapira;824;2000;300
MG;3168200;Tapiraí;633;540;102
MG;3168309;Taquaraçu de Minas;935;1751;382
MG;3168408;Tarumirim;3184;3712;630
MG;3168507;Teixeiras;3789;2824;1061
MG;3168606;Teófilo Otoni;28194;33970;8338
MG;3168705;Timóteo;12599;28465;4232
MG;3168804;Tiradentes;1764;2629;578
MG;3168903;Tiros;815;2832;367
MG;3169000;Tocantins;3861;5092;1198
MG;3169059;Tocos do Moji;1232;1475;396
MG;3169109;Toledo;1013;2876;389
MG;3169208;Tombos;2658;2064;423
MG;3169307;Três Corações;10716;27186;4851
MG;3169356;Três Marias;5797;8862;1825
MG;3169406;Três Pontas;13133;17169;3449
MG;3169505;Tumiritinga;1731;1558;362
MG;3169604;Tupaciguara;6891;6281;1239
MG;3169703;Turmalina;6891;2893;1125
MG;3169802;Turvolândia;1081;1527;415
MG;3169901;Ubá;19993;28658;5705
MG;3170008;Ubaí;4193;1266;620
MG;3170057;Ubaporanga;2458;3808;688
MG;3170107;Uberaba;55842;106569;16923
MG;3170206;Uberlândia;128070;218367;40889
MG;3170305;Umburatiba;1088;452;165
MG;3170404;Unaí;13392;27649;3750
MG;3170438;União de Minas;1327;771;143
MG;3170479;Uruana de Minas;1059;987;217
MG;3170503;Urucânia;3186;2226;939
MG;3170529;Urucuia;3170;1341;442
MG;3170578;Vargem Alegre;1694;1956;438
MG;3170602;Vargem Bonita;573;855;140
MG;3170651;Vargem Grande do Rio Pardo;1207;1374;325
MG;3170701;Varginha;18711;51221;7527
MG;3170750;Varjão de Minas;1532;2192;420
MG;3170800;Várzea da Palma;7023;8610;2528
MG;3170909;Varzelândia;6777;2285;993
MG;3171006;Vazante;4334;5921;1383
MG;3171030;Verdelândia;3015;929;482
MG;3171071;Veredinha;2229;893;325
MG;3171105;Veríssimo;868;919;175
MG;3171154;Vermelho Novo;1638;1421;410
MG;3171204;Vespasiano;21739;34281;6695
MG;3171303;Viçosa;22851;15900;4887
MG;3171402;Vieiras;1484;1082;260
MG;3171501;Mathias Lobato;937;837;193
MG;3171600;Virgem da Lapa;3540;1802;803
MG;3171709;Virgínia;2020;2837;594
MG;3171808;Virginópolis;2821;2084;950
MG;3171907;Virgolândia;1775;851;356
MG;3172004;Visconde do Rio Branco;9396;11264;2633
MG;3172103;Volta Grande;1662;1098;232
MG;3172202;Wenceslau Braz;516;1458;196
MS;5000203;Água Clara;2501;4269;388
MS;5000252;Alcinópolis;1059;1194;139
MS;5000609;Amambaí;7354;9916;1056
MS;5000708;Anastácio;4920;7024;727
MS;5000807;Anaurilândia;1849;2046;309
MS;5000856;Angélica;2585;3038;434
MS;5000906;Antônio João;2060;2607;317
MS;5001003;Aparecida do Taboado;3420;8005;1003
MS;5001102;Aquidauana;9719;12369;1221
MS;5001243;Aral Moreira;2228;2547;248
MS;5001508;Bandeirantes;1813;2269;265
MS;5001904;Bataguassu;4145;7059;806
MS;5002001;Batayporã;2445;3073;465
MS;5002100;Bela Vista;4394;6188;562
MS;5002159;Bodoquena;1886;2332;290
MS;5002209;Bonito;4507;7096;630
MS;5002308;Brasilândia;1981;3719;423
MS;5002407;Caarapó;4961;9178;974
MS;5002605;Camapuã;2943;4462;440
MS;5002704;Campo Grande;135939;337170;30047
MS;5002803;Caracol;1191;1770;138
MS;5002902;Cassilândia;2869;7125;978
MS;5002951;Chapadão do Sul;2917;8869;643
MS;5003108;Corguinho;1025;1364;141
MS;5003157;Coronel Sapucaia;3351;3532;518
MS;5003207;Corumbá;20013;27107;2356
MS;5003256;Costa Rica;4710;8245;983
MS;5003306;Coxim;6376;9704;955
MS;5003454;Deodápolis;2750;3983;671
MS;5003488;Dois Irmãos do Buriti;3330;2029;380
MS;5003504;Douradina;1346;1876;191
MS;5003702;Dourados;35815;76753;7392
MS;5003751;Eldorado;1830;3771;409
MS;5003801;Fátima do Sul;4458;7087;793
MS;5003900;Figueirão;0;0;
MS;5004007;Glória de Dourados;2186;3072;396
MS;5004106;Guia Lopes da Laguna;1914;2916;370
MS;5004304;Iguatemi;2346;4247;432
MS;5004403;Inocência;1209;2467;348
MS;5004502;Itaporã;3025;6496;731
MS;5004601;Itaquiraí;4327;4183;629
MS;5004700;Ivinhema;4756;8712;927
MS;5004809;Japorã;2559;1184;242
MS;5004908;Jaraguari;1379;1907;225
MS;5005004;Jardim;3973;7847;637
MS;5005103;Jateí;1204;1324;146
MS;5005152;Juti;1864;1612;243
MS;5005202;Ladário;3732;5073;485
MS;5005251;Laguna Carapã;1342;2129;146
MS;5005400;Maracaju;6414;13404;986
MS;5005608;Miranda;7117;5626;680
MS;5005681;Mundo Novo;3291;6248;607
MS;5005707;Naviraí;7332;16460;1785
MS;5005806;Nioaque;3332;3597;335
MS;5006002;Nova Alvorada do Sul;4105;5360;586
MS;5006200;Nova Andradina;8304;14015;1356
MS;5006259;Novo Horizonte do Sul;1253;1312;178
MS;5006275;Paraíso das Águas;0;0;
MS;5006309;Paranaíba;7376;12781;1662
MS;5006358;Paranhos;2741;2411;473
MS;5006408;Pedro Gomes;1807;2018;233
MS;5006606;Ponta Porã;13906;29496;2526
MS;5006903;Porto Murtinho;1957;2727;223
MS;5007109;Ribas do Rio Pardo;3588;5264;566
MS;5007208;Rio Brilhante;7047;10583;1108
MS;5007307;Rio Negro;1063;1487;178
MS;5007406;Rio Verde de Mato Grosso;3514;5675;536
MS;5007505;Rochedo;922;1785;212
MS;5007554;Santa Rita do Pardo;1203;1682;213
MS;5007695;São Gabriel do Oeste;3691;9997;589
MS;5007703;Sete Quedas;1728;3149;363
MS;5007802;Selvíria;2152;1697;282
MS;5007901;Sidrolândia;9242;12110;1252
MS;5007935;Sonora;2989;4293;475
MS;5007950;Tacuru;2954;1443;352
MS;5007976;Taquarussu;1220;998;128
MS;5008008;Terenos;3956;5007;609
MS;5008305;Três Lagoas;16944;34967;3631
MS;5008404;Vicentina;2134;1881;304
MT;5100102;Acorizal;2526;1937;81
MT;5100201;Água Boa;2258;8733;253
MT;5100250;Alta Floresta;7791;18321;1071
MT;5100300;Alto Araguaia;2687;5001;389
MT;5100359;Alto Boa Vista;572;1735;65
MT;5100409;Alto Garças;1730;3183;248
MT;5100508;Alto Paraguai;2412;1714;158
MT;5100607;Alto Taquari;1197;3139;181
MT;5100805;Apiacás;1366;2071;126
MT;5101001;Araguaiana;859;1008;104
MT;5101209;Araguainha;296;329;35
MT;5101258;Araputanga;2172;5860;377
MT;5101308;Arenápolis;1908;3187;195
MT;5101407;Aripuanã;2325;5148;205
MT;5101605;Barão de Melgaço;2618;1225;129
MT;5101704;Barra do Bugres;7636;8047;648
MT;5101803;Barra do Garças;10350;18236;1268
MT;5101852;Bom Jesus do Araguaia;1321;1523;85
MT;5101902;Brasnorte;2371;5097;216
MT;5102504;Cáceres;19254;22961;1075
MT;5102603;Campinápolis;3739;2528;170
MT;5102637;Campo Novo do Parecis;4549;10513;466
MT;5102678;Campo Verde;5577;14839;653
MT;5102686;Campos de Júlio;792;2210;79
MT;5102694;Canabrava do Norte;814;1580;62
MT;5102702;Canarana;2286;7452;211
MT;5102793;Carlinda;2350;2685;183
MT;5102850;Castanheira;1520;2366;154
MT;5103007;Chapada dos Guimarães;5091;5438;355
MT;5103056;Cláudia;1360;3850;200
MT;5103106;Cocalinho;1174;1333;69
MT;5103205;Colíder;2741;13051;530
MT;5103254;Colniza;3498;7570;380
MT;5103304;Comodoro;2855;5947;285
MT;5103353;Confresa;4172;8181;379
MT;5103361;Conquista D'Oeste;541;1307;60
MT;5103379;Cotriguaçu;2114;3342;214
MT;5103403;Cuiabá;109681;222077;14659
MT;5103437;Curvelândia;985;1755;91
MT;5103452;Denise;1641;2144;180
MT;5103502;Diamantino;3687;6984;263
MT;5103601;Dom Aquino;1660;2586;182
MT;5103700;Feliz Natal;1475;2536;109
MT;5103809;Figueirópolis D'Oeste;441;1581;106
MT;5103858;Gaúcha do Norte;1094;2173;69
MT;5103908;General Carneiro;1656;959;82
MT;5103957;Glória D'Oeste;624;1159;85
MT;5104104;Guarantã do Norte;2963;11228;358
MT;5104203;Guiratinga;2365;3162;334
MT;5104500;Indiavaí;505;824;59
MT;5104526;Ipiranga do Norte;641;2230;66
MT;5104542;Itanhangá;601;2364;44
MT;5104559;Itaúba;871;1724;71
MT;5104609;Itiquira;2004;3666;223
MT;5104807;Jaciara;4434;9854;674
MT;5104906;Jangada;2830;1849;115
MT;5105002;Jauru;1342;3683;213
MT;5105101;Juara;3790;11471;665
MT;5105150;Juína;6438;14479;738
MT;5105176;Juruena;1327;2555;153
MT;5105200;Juscimeira;2338;3685;308
MT;5105234;Lambari D'Oeste;1356;1535;134
MT;5105259;Lucas do Rio Verde;7406;22894;904
MT;5105309;Luciára;587;745;34
MT;5105507;Vila Bela da Santíssima Trindade;2813;3677;187
MT;5105580;Marcelândia;1585;4181;178
MT;5105606;Matupá;2314;5509;243
MT;5105622;Mirassol d'Oeste;4009;8784;636
MT;5105903;Nobres;2667;5274;260
MT;5106000;Nortelândia;1516;1770;141
MT;5106109;Nossa Senhora do Livramento;5290;2719;257
MT;5106158;Nova Bandeirantes;1381;4318;217
MT;5106174;Nova Nazaré;757;720;50
MT;5106182;Nova Lacerda;1081;1667;74
MT;5106190;Nova Santa Helena;595;1307;63
MT;5106208;Nova Brasilândia;1266;1082;96
MT;5106216;Nova Canaã do Norte;1878;4883;248
MT;5106224;Nova Mutum;4595;15291;468
