Abrangência;Cargo;Sexo;Qt Candidatos;Eleito;2º Turno;Não Eleito
CANAÃ DOS CARAJÁS;Vereador;Feminino;35;0;0;35
CANABRAVA DO NORTE;Vereador;Masculino;27;8;0;19
CANABRAVA DO NORTE;Vereador;Feminino;14;1;0;13
CANANÉIA;Vereador;Masculino;69;9;0;60
CANANÉIA;Vereador;Feminino;36;0;0;36
CANAPI;Vereador;Masculino;37;9;0;28
CANAPI;Vereador;Feminino;22;0;0;22
CANÁPOLIS;Vereador;Masculino;86;15;0;71
CANÁPOLIS;Vereador;Feminino;42;3;0;39
CANARANA;Vereador;Masculino;72;17;0;55
CANARANA;Vereador;Feminino;34;3;0;31
CANAS;Vereador;Masculino;50;9;0;41
CANAS;Vereador;Feminino;29;0;0;29
CANAVIEIRA;Vereador;Masculino;24;8;0;16
CANAVIEIRA;Vereador;Feminino;11;1;0;10
CANAVIEIRAS;Vereador;Masculino;61;7;0;54
CANAVIEIRAS;Vereador;Feminino;29;2;0;27
CANDEAL;Vereador;Masculino;31;8;0;23
CANDEAL;Vereador;Feminino;14;1;0;13
CANDEIAS;Vereador;Masculino;215;21;0;194
CANDEIAS;Vereador;Feminino;108;5;0;103
CANDEIAS DO JAMARI;Vereador;Masculino;114;9;0;105
CANDEIAS DO JAMARI;Vereador;Feminino;56;0;0;56
CANDELÁRIA;Vereador;Masculino;50;11;0;39
CANDELÁRIA;Vereador;Feminino;24;2;0;22
CANDIBA;Vereador;Masculino;23;8;0;15
CANDIBA;Vereador;Feminino;12;1;0;11
CÂNDIDO DE ABREU;Vereador;Masculino;43;11;0;32
CÂNDIDO DE ABREU;Vereador;Feminino;20;0;0;20
CÂNDIDO GODÓI;Vereador;Masculino;15;7;0;8
CÂNDIDO GODÓI;Vereador;Feminino;7;2;0;5
CÂNDIDO MENDES;Vereador;Masculino;88;8;0;80
CÂNDIDO MENDES;Vereador;Feminino;42;3;0;39
CÂNDIDO MOTA;Vereador;Masculino;54;7;0;47
CÂNDIDO MOTA;Vereador;Feminino;27;2;0;25
CÂNDIDO RODRIGUES;Vereador;Masculino;37;8;0;29
CÂNDIDO RODRIGUES;Vereador;Feminino;18;1;0;17
CÂNDIDO SALES;Vereador;Masculino;51;10;0;41
CÂNDIDO SALES;Vereador;Feminino;21;1;0;20
CANDIOTA;Vereador;Masculino;44;7;0;37
CANDIOTA;Vereador;Feminino;23;2;0;21
CANDÓI;Vereador;Masculino;53;8;0;45
CANDÓI;Vereador;Feminino;19;1;0;18
CANELA;Vereador;Masculino;49;10;0;39
CANELA;Vereador;Feminino;25;1;0;24
CANELINHA;Vereador;Masculino;21;7;0;14
CANELINHA;Vereador;Feminino;10;2;0;8
CANGUARETAMA;Vereador;Masculino;71;12;0;59
CANGUARETAMA;Vereador;Feminino;32;1;0;31
CANGUÇU;Vereador;Masculino;96;15;0;81
CANGUÇU;Vereador;Feminino;41;0;0;41
CANHOBA;Vereador;Masculino;26;8;0;18
CANHOBA;Vereador;Feminino;12;1;0;11
CANHOTINHO;Vereador;Masculino;43;9;0;34
CANHOTINHO;Vereador;Feminino;20;2;0;18
CANINDÉ;Vereador;Masculino;109;12;0;97
CANINDÉ;Vereador;Feminino;49;3;0;46
CANINDÉ DE SÃO FRANCISCO;Vereador;Masculino;42;10;0;32
CANINDÉ DE SÃO FRANCISCO;Vereador;Feminino;20;1;0;19
CANITAR;Vereador;Masculino;31;8;0;23
CANITAR;Vereador;Feminino;15;1;0;14
CANOAS;Vereador;Masculino;226;21;0;205
CANOAS;Vereador;Feminino;112;0;0;112
CANOINHAS;Vereador;Masculino;63;9;0;54
CANOINHAS;Vereador;Feminino;26;1;0;25
CANSANÇÃO;Vereador;Masculino;74;12;0;62
CANSANÇÃO;Vereador;Feminino;26;1;0;25
CANTÁ;Vereador;Masculino;75;7;0;68
CANTÁ;Vereador;Feminino;40;2;0;38
CANTAGALO;Vereador;Masculino;150;25;0;125
CANTAGALO;Vereador;Feminino;73;4;0;69
CANTANHEDE;Vereador;Masculino;54;9;0;45
CANTANHEDE;Vereador;Feminino;26;2;0;24
CANTO DO BURITI;Vereador;Masculino;38;10;0;28
CANTO DO BURITI;Vereador;Feminino;17;1;0;16
CANUDOS;Vereador;Masculino;26;11;0;15
CANUDOS;Vereador;Feminino;12;0;0;12
CANUDOS DO VALE;Vereador;Masculino;18;8;0;10
CANUDOS DO VALE;Vereador;Feminino;11;1;0;10
CANUTAMA;Vereador;Masculino;36;7;0;29
CANUTAMA;Vereador;Feminino;13;2;0;11
CAPANEMA;Vereador;Masculino;127;20;0;107
CAPANEMA;Vereador;Feminino;60;4;0;56
CAPÃO ALTO;Vereador;Masculino;24;7;0;17
CAPÃO ALTO;Vereador;Feminino;13;2;0;11
CAPÃO BONITO;Vereador;Masculino;95;13;0;82
CAPÃO BONITO;Vereador;Feminino;41;0;0;41
CAPÃO BONITO DO SUL;Vereador;Masculino;27;8;0;19
CAPÃO BONITO DO SUL;Vereador;Feminino;13;1;0;12
CAPÃO DA CANOA;Vereador;Masculino;73;10;0;63
CAPÃO DA CANOA;Vereador;Feminino;37;1;0;36
CAPÃO DO CIPÓ;Vereador;Masculino;18;7;0;11
CAPÃO DO CIPÓ;Vereador;Feminino;8;2;0;6
CAPÃO DO LEÃO;Vereador;Masculino;67;9;0;58
CAPÃO DO LEÃO;Vereador;Feminino;37;2;0;35
CAPARAÓ;Vereador;Masculino;41;8;0;33
CAPARAÓ;Vereador;Feminino;19;1;0;18
CAPELA;Vereador;Masculino;101;20;0;81
CAPELA;Vereador;Feminino;46;4;0;42
CAPELA DE SANTANA;Vereador;Masculino;57;8;0;49
CAPELA DE SANTANA;Vereador;Feminino;29;1;0;28
CAPELA DO ALTO;Vereador;Masculino;96;9;0;87
CAPELA DO ALTO;Vereador;Feminino;47;2;0;45
CAPELA DO ALTO ALEGRE;Vereador;Masculino;31;8;0;23
CAPELA DO ALTO ALEGRE;Vereador;Feminino;16;1;0;15
CAPELA NOVA;Vereador;Masculino;24;8;0;16
CAPELA NOVA;Vereador;Feminino;12;1;0;11
CAPELINHA;Vereador;Masculino;52;12;0;40
CAPELINHA;Vereador;Feminino;24;1;0;23
CAPETINGA;Vereador;Masculino;41;6;0;35
CAPETINGA;Vereador;Feminino;24;3;0;21
CAPIM;Vereador;Masculino;38;7;0;31
CAPIM;Vereador;Feminino;20;2;0;18
CAPIM BRANCO;Vereador;Masculino;62;8;0;54
CAPIM BRANCO;Vereador;Feminino;30;1;0;29
CAPIM GROSSO;Vereador;Masculino;51;10;0;41
CAPIM GROSSO;Vereador;Feminino;14;1;0;13
CAPINÓPOLIS;Vereador;Masculino;55;11;0;44
CAPINÓPOLIS;Vereador;Feminino;31;0;0;31
CAPINZAL;Vereador;Masculino;23;8;0;15
CAPINZAL;Vereador;Feminino;10;1;0;9
CAPINZAL DO NORTE;Vereador;Masculino;30;7;0;23
CAPINZAL DO NORTE;Vereador;Feminino;13;2;0;11
CAPISTRANO;Vereador;Masculino;53;10;0;43
CAPISTRANO;Vereador;Feminino;26;1;0;25
CAPITÃO;Vereador;Masculino;21;8;0;13
CAPITÃO;Vereador;Feminino;10;1;0;9
CAPITÃO ANDRADE;Vereador;Masculino;32;8;0;24
CAPITÃO ANDRADE;Vereador;Feminino;17;1;0;16
CAPITÃO DE CAMPOS;Vereador;Masculino;22;8;0;14
CAPITÃO DE CAMPOS;Vereador;Feminino;11;1;0;10
CAPITÃO ENÉAS;Vereador;Masculino;58;7;0;51
CAPITÃO ENÉAS;Vereador;Feminino;30;2;0;28
CAPITÃO GERVÁSIO OLIVEIRA;Vereador;Masculino;20;8;0;12
CAPITÃO GERVÁSIO OLIVEIRA;Vereador;Feminino;10;1;0;9
CAPITÃO LEÔNIDAS MARQUES;Vereador;Masculino;33;9;0;24
CAPITÃO LEÔNIDAS MARQUES;Vereador;Feminino;15;0;0;15
CAPITÃO POÇO;Vereador;Masculino;59;12;0;47
CAPITÃO POÇO;Vereador;Feminino;28;3;0;25
CAPITÓLIO;Vereador;Masculino;24;8;0;16
CAPITÓLIO;Vereador;Feminino;12;1;0;11
CAPIVARI;Vereador;Masculino;82;12;0;70
CAPIVARI;Vereador;Feminino;34;1;0;33
CAPIVARI DE BAIXO;Vereador;Masculino;72;11;0;61
CAPIVARI DE BAIXO;Vereador;Feminino;30;0;0;30
CAPIVARI DO SUL;Vereador;Masculino;22;7;0;15
CAPIVARI DO SUL;Vereador;Feminino;12;2;0;10
CAPIXABA;Vereador;Masculino;60;8;0;52
CAPIXABA;Vereador;Feminino;25;1;0;24
CAPOEIRAS;Vereador;Masculino;47;10;0;37
CAPOEIRAS;Vereador;Feminino;4;1;0;3
CAPUTIRA;Vereador;Masculino;25;8;0;17
CAPUTIRA;Vereador;Feminino;12;1;0;11
CARAÁ;Vereador;Masculino;23;9;0;14
CARAÁ;Vereador;Feminino;11;0;0;11
CARACARAÍ;Vereador;Masculino;72;11;0;61
CARACARAÍ;Vereador;Feminino;36;0;0;36
CARACOL;Vereador;Masculino;43;14;0;29
CARACOL;Vereador;Feminino;22;4;0;18
CARAGUATATUBA;Vereador;Masculino;160;14;0;146
CARAGUATATUBA;Vereador;Feminino;70;1;0;69
CARAÍ;Vereador;Masculino;42;7;0;35
CARAÍ;Vereador;Feminino;17;2;0;15
CARAÍBAS;Vereador;Masculino;33;8;0;25
CARAÍBAS;Vereador;Feminino;17;1;0;16
CARAMBEÍ;Vereador;Masculino;69;9;0;60
CARAMBEÍ;Vereador;Feminino;32;2;0;30
CARANAÍBA;Vereador;Masculino;28;9;0;19
CARANAÍBA;Vereador;Feminino;13;0;0;13
CARANDAÍ;Vereador;Masculino;70;9;0;61
CARANDAÍ;Vereador;Feminino;34;2;0;32
CARANGOLA;Vereador;Masculino;102;12;0;90
CARANGOLA;Vereador;Feminino;51;1;0;50
CARAPEBUS;Vereador;Masculino;48;8;0;40
CARAPEBUS;Vereador;Feminino;22;1;0;21
CARAPICUÍBA;Vereador;Masculino;253;15;0;238
CARAPICUÍBA;Vereador;Feminino;119;2;0;117
CARATINGA;Vereador;Masculino;175;14;0;161
CARATINGA;Vereador;Feminino;83;3;0;80
CARAUARI;Vereador;Masculino;40;8;0;32
CARAUARI;Vereador;Feminino;19;3;0;16
CARAÚBAS;Vereador;Masculino;46;18;0;28
CARAÚBAS;Vereador;Feminino;22;2;0;20
CARAÚBAS DO PIAUÍ;Vereador;Masculino;13;6;0;7
CARAÚBAS DO PIAUÍ;Vereador;Feminino;7;3;0;4
CARAVELAS;Vereador;Masculino;52;9;0;43
CARAVELAS;Vereador;Feminino;24;2;0;22
CARAZINHO;Vereador;Masculino;73;13;0;60
CARAZINHO;Vereador;Feminino;32;0;0;32
CARBONITA;Vereador;Masculino;28;8;0;20
CARBONITA;Vereador;Feminino;13;1;0;12
CARDEAL DA SILVA;Vereador;Masculino;38;6;0;32
CARDEAL DA SILVA;Vereador;Feminino;21;3;0;18
CARDOSO;Vereador;Masculino;34;8;0;26
CARDOSO;Vereador;Feminino;18;1;0;17
CARDOSO MOREIRA;Vereador;Masculino;54;8;0;46
CARDOSO MOREIRA;Vereador;Feminino;26;1;0;25
CAREAÇU;Vereador;Masculino;29;9;0;20
CAREAÇU;Vereador;Feminino;18;0;0;18
CAREIRO;Vereador;Masculino;106;12;0;94
CAREIRO;Vereador;Feminino;42;1;0;41
CAREIRO DA VÁRZEA;Vereador;Masculino;90;8;0;82
CAREIRO DA VÁRZEA;Vereador;Feminino;41;3;0;38
CARIACICA;Vereador;Masculino;248;17;0;231
CARIACICA;Vereador;Feminino;100;2;0;98
CARIDADE;Vereador;Masculino;39;10;0;29
CARIDADE;Vereador;Feminino;19;1;0;18
CARIDADE DO PIAUÍ;Vereador;Masculino;16;7;0;9
CARIDADE DO PIAUÍ;Vereador;Feminino;7;2;0;5
CARINHANHA;Vereador;Masculino;69;9;0;60
CARINHANHA;Vereador;Feminino;33;2;0;31
CARIRA;Vereador;Masculino;39;9;0;30
CARIRA;Vereador;Feminino;14;2;0;12
CARIRÉ;Vereador;Masculino;22;10;0;12
CARIRÉ;Vereador;Feminino;10;1;0;9
CARIRI DO TOCANTINS;Vereador;Masculino;23;8;0;15
CARIRI DO TOCANTINS;Vereador;Feminino;12;1;0;11
CARIRIAÇU;Vereador;Masculino;49;10;0;39
CARIRIAÇU;Vereador;Feminino;24;1;0;23
CARIÚS;Vereador;Masculino;29;7;0;22
CARIÚS;Vereador;Feminino;15;4;0;11
CARLINDA;Vereador;Masculino;37;7;0;30
CARLINDA;Vereador;Feminino;18;2;0;16
CARLÓPOLIS;Vereador;Masculino;57;7;0;50
CARLÓPOLIS;Vereador;Feminino;26;2;0;24
CARLOS BARBOSA;Vereador;Masculino;42;10;0;32
CARLOS BARBOSA;Vereador;Feminino;20;1;0;19
CARLOS CHAGAS;Vereador;Masculino;55;8;0;47
CARLOS CHAGAS;Vereador;Feminino;25;1;0;24
CARLOS GOMES;Vereador;Masculino;16;7;0;9
CARLOS GOMES;Vereador;Feminino;8;2;0;6
CARMÉSIA;Vereador;Masculino;28;8;0;20
CARMÉSIA;Vereador;Feminino;13;1;0;12
CARMO;Vereador;Masculino;60;10;0;50
CARMO;Vereador;Feminino;32;1;0;31
CARMO DA CACHOEIRA;Vereador;Masculino;78;7;0;71
CARMO DA CACHOEIRA;Vereador;Feminino;40;2;0;38
CARMO DA MATA;Vereador;Masculino;65;8;0;57
CARMO DA MATA;Vereador;Feminino;29;1;0;28
CARMO DE MINAS;Vereador;Masculino;61;7;0;54
CARMO DE MINAS;Vereador;Feminino;30;2;0;28
CARMO DO CAJURU;Vereador;Masculino;68;11;0;57
CARMO DO CAJURU;Vereador;Feminino;31;0;0;31
CARMO DO PARANAÍBA;Vereador;Masculino;44;10;0;34
CARMO DO PARANAÍBA;Vereador;Feminino;17;1;0;16
CARMO DO RIO CLARO;Vereador;Masculino;65;9;0;56
CARMO DO RIO CLARO;Vereador;Feminino;32;0;0;32
CARMO DO RIO VERDE;Vereador;Masculino;61;9;0;52
CARMO DO RIO VERDE;Vereador;Feminino;25;0;0;25
CARMOLÂNDIA;Vereador;Masculino;37;8;0;29
CARMOLÂNDIA;Vereador;Feminino;15;1;0;14
CARMÓPOLIS;Vereador;Masculino;38;9;0;29
CARMÓPOLIS;Vereador;Feminino;18;0;0;18
CARMÓPOLIS DE MINAS;Vereador;Masculino;40;10;0;30
CARMÓPOLIS DE MINAS;Vereador;Feminino;18;1;0;17
CARNAÍBA;Vereador;Masculino;23;10;0;13
CARNAÍBA;Vereador;Feminino;9;1;0;8
CARNAÚBA DOS DANTAS;Vereador;Masculino;19;5;0;14
CARNAÚBA DOS DANTAS;Vereador;Feminino;9;4;0;5
CARNAUBAIS;Vereador;Masculino;26;7;0;19
CARNAUBAIS;Vereador;Feminino;12;2;0;10
CARNAUBAL;Vereador;Masculino;14;9;0;5
CARNAUBAL;Vereador;Feminino;7;2;0;5
CARNAUBEIRA DA PENHA;Vereador;Masculino;58;8;0;50
CARNAUBEIRA DA PENHA;Vereador;Feminino;24;1;0;23
CARNEIRINHO;Vereador;Masculino;41;9;0;32
CARNEIRINHO;Vereador;Feminino;22;0;0;22
CARNEIROS;Vereador;Masculino;34;7;0;27
CARNEIROS;Vereador;Feminino;16;2;0;14
CAROEBE;Vereador;Masculino;39;6;0;33
CAROEBE;Vereador;Feminino;21;3;0;18
CAROLINA;Vereador;Masculino;37;10;0;27
CAROLINA;Vereador;Feminino;17;1;0;16
CARPINA;Vereador;Masculino;116;13;0;103
CARPINA;Vereador;Feminino;35;2;0;33
CARRANCAS;Vereador;Masculino;32;8;0;24
CARRANCAS;Vereador;Feminino;23;1;0;22
CARRAPATEIRA;Vereador;Masculino;11;8;0;3
CARRAPATEIRA;Vereador;Feminino;9;1;0;8
CARRASCO BONITO;Vereador;Masculino;24;8;0;16
CARRASCO BONITO;Vereador;Feminino;12;1;0;11
CARUARU;Vereador;Masculino;205;23;0;182
CARUARU;Vereador;Feminino;86;0;0;86
CARUTAPERA;Vereador;Masculino;27;9;0;18
CARUTAPERA;Vereador;Feminino;13;0;0;13
CARVALHÓPOLIS;Vereador;Masculino;33;7;0;26
CARVALHÓPOLIS;Vereador;Feminino;16;2;0;14
CARVALHOS;Vereador;Masculino;24;8;0;16
CARVALHOS;Vereador;Feminino;12;1;0;11
CASA BRANCA;Vereador;Masculino;81;10;0;71
CASA BRANCA;Vereador;Feminino;43;1;0;42
CASA GRANDE;Vereador;Masculino;13;7;0;6
CASA GRANDE;Vereador;Feminino;6;2;0;4
CASA NOVA;Vereador;Masculino;87;12;0;75
CASA NOVA;Vereador;Feminino;43;1;0;42
CASCA;Vereador;Masculino;20;5;0;15
CASCA;Vereador;Feminino;16;4;0;12
CASCALHO RICO;Vereador;Masculino;28;7;0;21
CASCALHO RICO;Vereador;Feminino;15;2;0;13
CASCAVEL;Vereador;Masculino;330;30;0;300
CASCAVEL;Vereador;Feminino;147;1;0;146
CASEARA;Vereador;Masculino;45;8;0;37
CASEARA;Vereador;Feminino;27;1;0;26
CASEIROS;Vereador;Masculino;21;9;0;12
CASEIROS;Vereador;Feminino;9;0;0;9
CASIMIRO DE ABREU;Vereador;Masculino;119;9;0;110
CASIMIRO DE ABREU;Vereador;Feminino;60;0;0;60
CASINHAS;Vereador;Masculino;17;5;0;12
CASINHAS;Vereador;Feminino;9;4;0;5
CASSERENGUE;Vereador;Masculino;22;8;0;14
CASSERENGUE;Vereador;Feminino;11;1;0;10
CÁSSIA;Vereador;Masculino;56;8;0;48
CÁSSIA;Vereador;Feminino;27;1;0;26
CÁSSIA DOS COQUEIROS;Vereador;Masculino;31;8;0;23
CÁSSIA DOS COQUEIROS;Vereador;Feminino;16;1;0;15
CASSILÂNDIA;Vereador;Masculino;58;9;0;49
CASSILÂNDIA;Vereador;Feminino;29;2;0;27
CASTANHAL;Vereador;Masculino;208;16;0;192
CASTANHAL;Vereador;Feminino;93;5;0;88
CASTANHEIRA;Vereador;Masculino;31;8;0;23
CASTANHEIRA;Vereador;Feminino;14;1;0;13
CASTANHEIRAS;Vereador;Masculino;40;8;0;32
CASTANHEIRAS;Vereador;Feminino;19;1;0;18
CASTELÂNDIA;Vereador;Masculino;17;7;0;10
CASTELÂNDIA;Vereador;Feminino;8;2;0;6
CASTELO;Vereador;Masculino;106;13;0;93
CASTELO;Vereador;Feminino;54;0;0;54
CASTELO DO PIAUÍ;Vereador;Masculino;27;10;0;17
CASTELO DO PIAUÍ;Vereador;Feminino;18;1;0;17
CASTILHO;Vereador;Masculino;105;9;0;96
CASTILHO;Vereador;Feminino;50;2;0;48
CASTRO;Vereador;Masculino;93;8;0;85
CASTRO;Vereador;Feminino;45;3;0;42
CASTRO ALVES;Vereador;Masculino;73;10;0;63
CASTRO ALVES;Vereador;Feminino;31;1;0;30
CATAGUASES;Vereador;Masculino;125;15;0;110
CATAGUASES;Vereador;Feminino;57;0;0;57
CATALÃO;Vereador;Masculino;111;16;0;95
CATALÃO;Vereador;Feminino;54;1;0;53
CATANDUVA;Vereador;Masculino;133;13;0;120
CATANDUVA;Vereador;Feminino;62;0;0;62
CATANDUVAS;Vereador;Masculino;38;13;0;25
CATANDUVAS;Vereador;Feminino;19;5;0;14
CATARINA;Vereador;Masculino;22;11;0;11
CATARINA;Vereador;Feminino;9;0;0;9
CATAS ALTAS;Vereador;Masculino;53;6;0;47
CATAS ALTAS;Vereador;Feminino;28;3;0;25
CATAS ALTAS DA NORUEGA;Vereador;Masculino;36;8;0;28
CATAS ALTAS DA NORUEGA;Vereador;Feminino;17;1;0;16
CATENDE;Vereador;Masculino;90;10;0;80
CATENDE;Vereador;Feminino;27;3;0;24
CATIGUÁ;Vereador;Masculino;35;6;0;29
CATIGUÁ;Vereador;Feminino;17;3;0;14
CATINGUEIRA;Vereador;Masculino;22;9;0;13
CATINGUEIRA;Vereador;Feminino;9;0;0;9
CATOLÂNDIA;Vereador;Masculino;20;7;0;13
CATOLÂNDIA;Vereador;Feminino;9;2;0;7
CATOLÉ DO ROCHA;Vereador;Masculino;24;10;0;14
CATOLÉ DO ROCHA;Vereador;Feminino;11;1;0;10
CATU;Vereador;Masculino;84;12;0;72
CATU;Vereador;Feminino;38;1;0;37
CATUÍPE;Vereador;Masculino;22;9;0;13
CATUÍPE;Vereador;Feminino;10;0;0;10
CATUJI;Vereador;Masculino;38;8;0;30
CATUJI;Vereador;Feminino;19;1;0;18
CATUNDA;Vereador;Masculino;19;9;0;10
CATUNDA;Vereador;Feminino;10;0;0;10
CATURAÍ;Vereador;Masculino;35;9;0;26
CATURAÍ;Vereador;Feminino;18;0;0;18
CATURAMA;Vereador;Masculino;31;9;0;22
CATURAMA;Vereador;Feminino;15;0;0;15
CATURITÉ;Vereador;Masculino;35;9;0;26
CATURITÉ;Vereador;Feminino;19;0;0;19
CATUTI;Vereador;Masculino;21;6;0;15
CATUTI;Vereador;Feminino;9;3;0;6
CAUCAIA;Vereador;Masculino;238;14;0;224
CAUCAIA;Vereador;Feminino;105;3;0;102
CAVALCANTE;Vereador;Masculino;56;9;0;47
CAVALCANTE;Vereador;Feminino;11;0;0;11
CAXAMBU;Vereador;Masculino;68;10;0;58
CAXAMBU;Vereador;Feminino;33;1;0;32
CAXAMBU DO SUL;Vereador;Masculino;22;7;0;15
CAXAMBU DO SUL;Vereador;Feminino;10;2;0;8
CAXIAS;Vereador;Masculino;161;14;0;147
CAXIAS;Vereador;Feminino;64;5;0;59
CAXIAS DO SUL;Vereador;Masculino;241;22;0;219
CAXIAS DO SUL;Vereador;Feminino;105;1;0;104
CAXINGÓ;Vereador;Masculino;22;9;0;13
CAXINGÓ;Vereador;Feminino;10;0;0;10
CEARÁ-MIRIM;Vereador;Masculino;78;10;0;68
CEARÁ-MIRIM;Vereador;Feminino;43;3;0;40
CEDRAL;Vereador;Masculino;98;17;0;81
CEDRAL;Vereador;Feminino;49;1;0;48
CEDRO;Vereador;Masculino;47;14;0;33
CEDRO;Vereador;Feminino;24;6;0;18
CEDRO DE SÃO JOÃO;Vereador;Masculino;18;7;0;11
CEDRO DE SÃO JOÃO;Vereador;Feminino;10;2;0;8
CEDRO DO ABAETÉ;Vereador;Masculino;17;6;0;11
CEDRO DO ABAETÉ;Vereador;Feminino;13;3;0;10
CELSO RAMOS;Vereador;Masculino;18;7;0;11
CELSO RAMOS;Vereador;Feminino;7;2;0;5
CENTENÁRIO;Vereador;Masculino;40;15;0;25
CENTENÁRIO;Vereador;Feminino;20;3;0;17
CENTENÁRIO DO SUL;Vereador;Masculino;57;7;0;50
CENTENÁRIO DO SUL;Vereador;Feminino;21;2;0;19
CENTRAL;Vereador;Masculino;24;9;0;15
CENTRAL;Vereador;Feminino;11;2;0;9
CENTRAL DE MINAS;Vereador;Masculino;32;7;0;25
CENTRAL DE MINAS;Vereador;Feminino;16;2;0;14
CENTRAL DO MARANHÃO;Vereador;Masculino;45;7;0;38
CENTRAL DO MARANHÃO;Vereador;Feminino;22;2;0;20
CENTRALINA;Vereador;Masculino;39;7;0;32
CENTRALINA;Vereador;Feminino;18;2;0;16
CENTRO DO GUILHERME;Vereador;Masculino;27;6;0;21
CENTRO DO GUILHERME;Vereador;Feminino;13;3;0;10
CENTRO NOVO DO MARANHÃO;Vereador;Masculino;23;8;0;15
CENTRO NOVO DO MARANHÃO;Vereador;Feminino;11;3;0;8
CEREJEIRAS;Vereador;Masculino;39;9;0;30
CEREJEIRAS;Vereador;Feminino;15;0;0;15
CERES;Vereador;Masculino;66;10;0;56
CERES;Vereador;Feminino;30;1;0;29
CERQUEIRA CÉSAR;Vereador;Masculino;79;10;0;69
CERQUEIRA CÉSAR;Vereador;Feminino;38;1;0;37
CERQUILHO;Vereador;Masculino;99;9;0;90
CERQUILHO;Vereador;Feminino;46;4;0;42
CERRITO;Vereador;Masculino;26;8;0;18
CERRITO;Vereador;Feminino;13;1;0;12
CERRO AZUL;Vereador;Masculino;23;8;0;15
CERRO AZUL;Vereador;Feminino;12;1;0;11
CERRO BRANCO;Vereador;Masculino;24;9;0;15
CERRO BRANCO;Vereador;Feminino;12;0;0;12
CERRO CORÁ;Vereador;Masculino;23;8;0;15
CERRO CORÁ;Vereador;Feminino;11;1;0;10
CERRO GRANDE;Vereador;Masculino;15;7;0;8
CERRO GRANDE;Vereador;Feminino;7;2;0;5
CERRO GRANDE DO SUL;Vereador;Masculino;42;9;0;33
CERRO GRANDE DO SUL;Vereador;Feminino;20;0;0;20
CERRO LARGO;Vereador;Masculino;25;8;0;17
CERRO LARGO;Vereador;Feminino;15;1;0;14
CERRO NEGRO;Vereador;Masculino;15;9;0;6
CERRO NEGRO;Vereador;Feminino;5;0;0;5
CESÁRIO LANGE;Vereador;Masculino;45;11;0;34
CESÁRIO LANGE;Vereador;Feminino;22;0;0;22
CÉU AZUL;Vereador;Masculino;25;8;0;17
CÉU AZUL;Vereador;Feminino;12;1;0;11
CEZARINA;Vereador;Masculino;35;9;0;26
CEZARINA;Vereador;Feminino;14;0;0;14
CHÃ DE ALEGRIA;Vereador;Masculino;68;9;0;59
CHÃ DE ALEGRIA;Vereador;Feminino;13;0;0;13
CHÃ GRANDE;Vereador;Masculino;42;10;0;32
CHÃ GRANDE;Vereador;Feminino;19;1;0;18
CHÃ PRETA;Vereador;Masculino;26;7;0;19
CHÃ PRETA;Vereador;Feminino;13;2;0;11
CHÁCARA;Vereador;Masculino;35;8;0;27
CHÁCARA;Vereador;Feminino;19;1;0;18
CHALÉ;Vereador;Masculino;18;7;0;11
CHALÉ;Vereador;Feminino;10;2;0;8
CHAPADA;Vereador;Masculino;22;8;0;14
CHAPADA;Vereador;Feminino;10;1;0;9
CHAPADA DA NATIVIDADE;Vereador;Masculino;26;9;0;17
CHAPADA DA NATIVIDADE;Vereador;Feminino;14;0;0;14
CHAPADA DE AREIA;Vereador;Masculino;19;8;0;11
CHAPADA DE AREIA;Vereador;Feminino;9;1;0;8
CHAPADA DO NORTE;Vereador;Masculino;26;10;0;16
CHAPADA DO NORTE;Vereador;Feminino;13;1;0;12
CHAPADA DOS GUIMARÃES;Vereador;Masculino;72;9;0;63
CHAPADA DOS GUIMARÃES;Vereador;Feminino;31;2;0;29
CHAPADA GAÚCHA;Vereador;Masculino;42;9;0;33
CHAPADA GAÚCHA;Vereador;Feminino;21;0;0;21
CHAPADÃO DO CÉU;Vereador;Masculino;20;8;0;12
CHAPADÃO DO CÉU;Vereador;Feminino;10;1;0;9
CHAPADÃO DO LAGEADO;Vereador;Masculino;18;8;0;10
CHAPADÃO DO LAGEADO;Vereador;Feminino;9;1;0;8
CHAPADÃO DO SUL;Vereador;Masculino;42;6;0;36
CHAPADÃO DO SUL;Vereador;Feminino;21;3;0;18
CHAPADINHA;Vereador;Masculino;84;10;0;74
CHAPADINHA;Vereador;Feminino;45;5;0;40
CHAPECÓ;Vereador;Masculino;132;19;0;113
CHAPECÓ;Vereador;Feminino;60;2;0;58
CHARQUEADA;Vereador;Masculino;90;9;0;81
CHARQUEADA;Vereador;Feminino;43;2;0;41
CHARQUEADAS;Vereador;Masculino;96;10;0;86
CHARQUEADAS;Vereador;Feminino;43;3;0;40
CHARRUA;Vereador;Masculino;8;7;0;1
CHARRUA;Vereador;Feminino;4;2;0;2
CHAVAL;Vereador;Masculino;17;8;0;9
CHAVAL;Vereador;Feminino;8;1;0;7
CHAVANTES;Vereador;Masculino;56;8;0;48
CHAVANTES;Vereador;Feminino;27;1;0;26
CHAVES;Vereador;Masculino;57;9;0;48
CHAVES;Vereador;Feminino;28;2;0;26
CHIADOR;Vereador;Masculino;26;7;0;19
CHIADOR;Vereador;Feminino;14;2;0;12
CHIAPETTA;Vereador;Masculino;18;7;0;11
CHIAPETTA;Vereador;Feminino;9;2;0;7
